red,ir
14412,15305
14545,15570
14806,15623
15030,15748
15154,15940
15409,16013
15592,16114
15760,16330
15982,16422
16193,16557
16413,16826
16580,16802
16495,16600
15929,16104
15422,15608
14982,15377
14684,15257
14510,15223
14506,15218
14621,15512
14802,15512
14895,15613
14941,15709
15178,15748
15292,15907
15533,16133
15766,16229
15971,16398
16173,16643
16345,16653
16515,16889
16645,17000
16785,16865
16384,16374
15844,15979
15387,15618
14980,15276
14691,15161
14580,15021
14643,15117
14686,15252
14908,15353
14996,15406
15165,15579
15368,15738
15566,15863
15727,16099
15940,16152
16125,16379
16217,16470
16423,16691
16595,16807
16711,16951
16489,16523
15955,16051
15427,15700
14969,15257
14554,14973
14197,14727
14121,14723
14186,14795
14225,14785
14336,14833
14456,14867
14599,15079
14802,15117
14982,15170
15046,15368
15263,15488
15431,15546
15535,15762
15716,15835
15890,15859
15844,15762
15387,15117
14763,14588
14099,14102
13670,13745
13243,13418
13034,13442
13100,13466
13239,13591
13354,13707
13522,13789
13761,14010
13914,14208
14168,14371
14347,14472
14578,14727
14826,14920
15041,15055
15235,15334
15498,15377
15690,15526
15501,15180
15035,14665
14373,14208
13861,13818
13446,13538
13134,13206
13000,13365
13211,13452
13426,13659
13528,13813
13766,13904
13875,13996
14125,14164
14382,14328
14617,14699
14932,15026
15189,15117
15444,15344
15598,15560
15890,15758
15855,15647
15385,15098
14813,14602
14323,14251
13870,13895
13555,13659
13513,13755
13544,13895
13737,13981
13790,14130
13962,14217
14125,14260
14325,14400
14523,14674
14806,14814
15065,15137
15202,15233
15444,15353
15516,15469
15738,15608
15797,15469
15433,14877
14765,14530
14251,14015
13753,13630
13274,13428
13143,13317
13080,13457
13274,13644
13472,13798
13620,13981
13824,14285
14079,14333
14277,14516
14449,14761
14732,14968
14930,15093
15183,15324
15400,15488
15603,15599
15816,15844
15908,15560
15461,15122
14769,14617
14334,14333
13848,14015
13491,13717
13306,13572
13383,13717
13581,13957
13744,13919
13927,14111
14077,14289
14364,14362
14514,14492
14821,14819
15107,15074
15372,15281
15633,15589
15925,15743
16188,15989
16389,16167
16397,15849
15770,15242
15150,14867
14739,14597
14423,14304
14212,14241
14195,14212
14386,14390
14471,14540
14656,14612
14832,14737
15017,14978
15213,15011
15453,15190
15653,15449
15897,15560
16123,15810
16289,15950
16534,16075
16667,16263
16874,16398
16724,15960
16075,15315
15455,14978
15054,14617
14793,14448
14475,14371
14521,14448
14652,14530
14741,14602
14861,14631
14974,14780
15107,14930
15283,14968
15492,15084
15596,15300
15823,15348
15995,15555
16121,15724
16328,15863
16567,15921
16772,16119
16680,15830
16138,15165
15407,14838
15046,14458
14769,14294
14532,14236
14486,14193
14602,14342
14745,14371
14815,14357
14961,14453
15035,14631
15213,14670
15387,14756
15505,14891
15747,15031
15958,15117
16212,15281
16380,15406
16641,15536
16743,15652
16458,15021
15768,14381
15157,14135
14850,13779
14575,13567
14486,13606
14578,13726
14782,13789
14826,13962
15015,14034
