red,ir
17000,16649
16890,16106
16479,15427
16118,14843
15823,14541
15685,14428
15664,14466
15682,14607
15780,14697
15826,14711
15844,14871
15886,14829
15963,15102
16051,15145
16124,15347
16161,15409
16262,15517
16274,15706
16360,15715
16402,15781
16371,15432
16110,14852
15748,14442
15524,14140
15390,14098
15382,14206
15483,14310
15550,14499
15593,14470
15627,14645
15650,14687
15732,14800
15760,15003
15873,15168
15946,15310
16045,15498
16147,15607
16200,15734
16227,15475
15993,14909
15616,14456
15333,14013
15158,13895
15059,13834
15106,14070
15187,14206
15289,14320
15293,14437
15363,14466
15373,14602
15446,14716
15513,14697
15520,14800
15575,14876
15653,14998
15715,15126
15774,15196
15852,15343
15783,14815
15451,14230
15057,13669
14805,13287
14571,13183
14581,13287
14618,13603
14760,13726
14811,13886
14858,13867
14905,13990
14958,14225
15048,14310
15131,14503
15229,14734
15333,14829
15394,14932
15456,14975
15536,15206
15595,15352
15682,15159
15405,14584
15014,13858
14617,13485
14394,13099
14237,13000
14267,13330
14395,13608
14561,13975
14682,14112
14749,14206
14834,14513
14949,14574
15058,14848
15146,15017
15280,15135
15341,15366
15456,15479
15528,15658
15637,15861
15733,15941
15810,15993
15637,15451
15275,14796
14911,14376
14669,14046
14587,14150
14642,14216
14778,14593
14893,14697
14974,14777
14968,14843
15056,14914
15098,15192
15261,15484
15360,15625
15461,15852
15531,15932
15601,16092
15697,16210
15739,16059
15529,15616
15176,14895
14873,14607
14698,14480
14727,14645
14783,14866
14949,15064
14991,15220
15065,15277
15076,15394
15161,15508
15259,15658
15337,15871
15431,15918
15516,16130
15634,16375
15732,16460
15740,16267
15471,15541
15060,14932
14722,14546
14568,14348
14470,14579
14583,14767
14680,14994
14769,15046
14825,15154
14846,15262
14921,15338
14994,15498
15091,15753
15196,15809
15274,16012
15355,16088
15438,16271
15479,16215
15353,15677
14890,14923
14470,14268
14139,13876
13978,13815
13986,13999
14095,14367
14257,14584
14369,14777
14426,14881
14494,14970
14594,15277
14719,15371
14834,15578
14885,15734
14994,15824
15001,15960
15094,16022
15113,15979
15052,15644
14754,14805
14212,14037
13788,13499
13551,13282
13451,13377
13516,13504
13684,13858
13786,14018
13882,14107
13910,14254
14056,14437
14154,14824
14370,15088
14518,15338
14636,15512
14746,15673
14813,15899
14940,15974
15035,16177
15134,16201
14985,15616
14588,15003
14212,14395
13988,14221
13874,14202
13988,14513
14154,15017
14343,15215
14397,15305
14421,15390
14457,15442
14522,15607
14601,15790
14681,15805
14745,16055
14840,16121
14939,16380
15038,16403
15042,16201
14735,15498
14362,14923
14043,14631
13946,14536
13940,14786
14105,15107
14298,15300
14366,15475
14405,15442
14438,15470
14475,15743
14573,15748
14675,15946
14729,16078
14837,16196
14880,16356
15002,16460
14993,16262
14711,15508
14237,14744
13848,14324
13649,14131
13547,14197
13623,14371
13760,14631
13883,14796
13958,14871
14017,15036
14078,15093
14189,15376
14272,15536
14398,15654
14471,15937
14602,16092
14678,16201
