red,ir
15475,14692
15359,14745
15280,14408
15228,14577
15263,14559
15357,14657
15368,14665
15477,14807
15446,14914
15622,15083
15637,15189
15766,15367
15843,15455
15970,15633
16064,15722
16081,15642
15843,15242
15586,14985
15455,14994
15346,14674
15291,14772
15256,14674
15352,14861
15350,14825
15466,14870
15429,15056
15536,14976
15565,15145
15659,15233
15735,15313
15803,15446
15928,15580
16029,15695
16083,15659
15823,15127
15576,15029
15422,14621
15324,14639
15197,14497
15208,14630
15234,14799
15383,14843
15359,14870
15453,14896
15527,15003
15622,15242
15713,15296
15794,15544
15926,15695
16011,15775
16121,15828
16212,15855
16096,15686
15821,15127
15646,15145
15530,14825
15462,14905
15322,14728
15433,14923
15442,15029
15545,15074
15567,15020
15635,15171
15718,15296
15794,15517
15910,15580
16018,15659
16099,15855
16193,15917
16313,16236
16333,15837
16116,15686
15880,15375
15786,15358
15661,15269
15674,15207
15617,15571
15779,15482
15794,15544
15893,15668
15959,15766
16000,15997
16125,16023
16252,16112
16346,16458
16429,16414
16552,16778
16661,16724
16707,16591
16414,16130
16180,15979
15970,15819
15939,15686
15794,15748
15847,15695
15882,15810
15972,15872
16009,15890
16046,16139
16136,16121
16226,16165
16278,16449
16392,16405
16488,16600
16580,16618
16694,16760
16703,16858
16650,16378
16195,16139
15983,15739
15720,15509
15569,15145
15442,15012
15411,15127
15468,15020
15477,15136
15523,15020
15571,15047
15622,15207
15676,15189
15770,15455
15856,15367
15948,15571
15980,15695
16147,15677
16112,15997
16125,15491
15694,15012
15396,14639
15177,14328
14976,14142
14810,13840
14704,13991
14796,13867
14849,13929
14823,14009
14877,13867
14895,14053
15002,13947
15066,14168
15116,14346
15289,14364
15269,14665
15460,14852
15486,14923
15390,14461
15024,14009
14698,13778
14529,13636
14352,13423
14273,13334
14295,13467
14341,13556
14363,13512
14442,13663
14479,13698
14567,13955
14619,14026
14807,14080
14836,14390
14971,14532
15046,14728
15195,14941
15267,14887
14996,14452
14584,13973
14335,13636
14072,13476
13914,13121
13779,13166
13785,13237
13886,13396
13871,13485
13984,13494
13941,13538
14107,13769
14089,13964
14273,14151
14387,14266
14488,14639
14599,14728
14704,14905
14855,15171
14873,14905
14523,14594
14155,14062
13886,13707
13588,13512
13457,13299
13280,13494
13402,13503
13374,13521
13402,13574
13461,13654
13512,13884
13645,14018
13715,14195
13866,14417
13993,14603
14094,14932
14219,14914
14378,15322
14481,15384
14385,15047
13930,14515
13687,14133
13378,14053
13216,13805
13045,13813
13072,13902
13192,14035
13210,14231
13277,14248
13328,14319
13431,14674
13573,14736
13739,15118
13875,15225
14059,15624
14131,15837
14346,16121
14389,16032
14221,15624
13781,15278
13588,15109
13402,14914
13258,14887
13207,14949
13264,15162
13361,15100
13426,15251
13485,15544
13601,15393
13702,15722
13783,15899
13978,16174
14065,16236
14247,16476
14260,16742
14523,17000
14481,16849
14214,16325
13803,15864
13542,15677
13317,15438
13080,15233
13000,15189
13037,15304
13105,15473
