red,ir
15875,16791
15786,16770
15753,16644
15655,16616
15680,16542
15616,16476
15605,16381
15540,16388
15572,16269
15569,16329
15655,16350
15682,16353
15777,16374
15800,16469
15910,16444
15913,16521
16023,16500
16056,16605
16195,16665
16273,16696
16397,16802
16457,16795
16359,16420
15880,16027
15516,15803
15402,15733
15396,15729
15371,15701
15349,15694
15390,15754
15385,15740
15388,15722
15374,15768
15401,15768
15477,15929
15574,15957
15649,16062
15753,16132
15830,16209
15911,16223
15963,16216
16031,16290
16106,16336
16178,16367
16265,16490
16356,16409
16084,16038
15585,15579
15252,15428
15159,15375
15138,15312
15082,15284
15048,15263
15076,15288
15087,15295
15082,15253
15071,15309
15109,15323
15165,15396
15234,15421
15294,15477
15396,15554
15477,15649
15557,15712
15657,15831
15760,15813
15839,15890
15947,15912
16019,15989
16108,16041
16169,16020
16228,15985
16141,15684
15661,15218
15204,14986
15074,14965
15066,14976
15088,15000
15026,14979
15043,15032
15082,15148
15123,15162
15101,15211
15168,15249
15187,15333
15299,15372
15340,15449
15471,15487
15527,15582
15624,15642
15703,15694
15767,15684
15802,15729
15906,15747
16003,15848
16119,15908
16205,16059
16356,16115
16415,16125
16275,15729
15750,15344
15365,15113
15235,15127
15277,15123
15277,15179
15241,15116
15273,15214
15315,15207
15288,15235
15271,15141
15279,15200
15357,15256
15427,15358
15521,15466
15608,15530
15707,15677
15783,15698
15861,15838
15969,15915
16066,16066
16128,16069
16175,16031
15897,15540
15340,15130
14937,14853
14818,14871
14798,14745
14751,14731
14690,14650
14742,14825
14773,14822
14800,14836
14781,14787
14829,14955
14884,14895
14981,15025
15043,15039
15173,15232
15265,15253
15344,15305
15451,15351
15560,15480
15622,15502
15747,15694
15858,15673
15744,15410
15199,14846
14725,14590
14520,14433
14504,14478
14479,14363
14408,14338
14358,14286
14392,14335
14373,14233
14387,14286
14381,14265
14462,14391
14531,14391
14656,14513
14732,14580
14879,14766
14976,14804
15107,14927
15193,14927
15315,15028
15387,15067
15519,15176
15600,15176
15671,15014
15274,14510
14715,14058
14323,13858
14289,13963
14303,13981
14336,14047
14283,14016
14342,14061
14259,13995
14298,14030
14239,14086
14364,14177
14394,14289
14536,14335
14573,14475
14748,14559
14798,14720
14954,14780
14988,14853
15129,14941
15165,15039
15262,14899
14817,14377
14286,13974
13942,13900
13928,13841
13841,13816
13821,13753
13715,13721
13783,13714
13725,13697
13758,13693
13702,13662
13805,13686
13810,13802
13978,13830
14011,13907
14180,13998
14198,14061
14364,14149
14450,14349
14632,14370
14664,14496
14853,14548
14923,14604
14756,14128
14052,13609
13594,13308
13376,13269
13376,13231
13293,13196
13235,13133
13156,13213
13240,13171
13162,13150
13145,13003
13113,13021
13184,13042
13268,13182
13437,13255
13538,13476
13718,13581
13793,13700
13946,13749
14039,13946
14242,14138
14376,14219
14503,14303
14628,14485
14787,14538
14668,14194
14066,13585
13465,13276
13249,13150
13198,13164
13149,13077
13045,13000
13000,13045
13034,13084
13042,13112
