red,ir
15931,15561
16117,15657
15838,15251
15331,14871
14756,14469
14319,14096
14084,14070
14088,14159
14346,14402
14537,14446
14684,14649
14799,14805
15000,14889
15068,15092
15268,15174
15454,15295
15596,15506
15750,15535
15742,15266
15301,14834
14701,14421
14234,13978
13852,13963
13772,13967
13966,14225
14286,14572
14526,14716
14609,14749
14838,15033
15059,15251
15290,15362
15438,15690
15739,15827
15907,15975
16038,16060
16141,15997
15807,15484
15264,15188
14714,14823
14420,14613
14119,14579
14238,14638
14540,14908
14714,15092
14886,15218
14980,15310
15194,15510
15321,15598
15513,15746
15679,15971
15875,16100
16032,16071
16089,16170
16001,15816
15449,15299
14945,15048
14572,14760
14337,14605
14228,14631
14454,14745
14657,14816
14838,15081
15004,15188
15102,15133
15303,15347
15452,15484
15698,15672
15857,15772
16062,16008
16239,16074
16375,16089
16257,15805
15764,15329
15284,14952
14928,14808
14803,14808
14839,14963
15163,15288
15410,15443
15609,15624
15835,15967
16034,15978
16195,16159
16316,16240
16481,16344
16590,16665
16876,16864
16918,16776
17000,16931
16724,16927
16407,16809
15988,16454
15511,16041
15223,15672
15017,15402
15013,15447
15144,15498
15211,15443
15260,15705
15452,15746
15567,15724
15615,15827
15781,15919
15835,15927
15969,16060
16104,16126
15973,15831
15427,15406
14900,14948
14550,14661
14188,14528
14238,14664
14492,14930
14729,15067
14815,15107
14878,15067
15009,15214
15179,15343
15362,15384
15380,15484
15502,15450
15574,15565
15711,15698
15781,15639
15534,15089
14908,14590
14363,14199
14003,13989
13722,13926
13791,14107
14038,14255
14202,14398
14378,14517
14491,14524
14620,14764
14823,15011
15085,15214
15153,15284
15275,15307
15452,15465
15609,15554
15705,15624
15643,15174
15039,14686
14396,14291
14058,13992
13710,13885
13660,13860
13783,13952
14042,14214
14214,14376
14339,14347
14489,14605
14657,14845
14897,14797
14904,14923
15155,15137
15321,15181
15438,15177
15532,15288
15617,15118
15273,14760
14677,14295
14214,13956
13846,13956
13857,14070
14029,14218
14341,14491
14577,14697
14727,14712
14908,15004
15142,15321
15523,15665
15766,15952
16062,16237
16265,16451
16499,16635
16656,16735
16820,16595
16398,15967
15602,15432
15116,14937
14601,14620
14402,14469
14443,14646
14681,14734
14766,14775
14808,14727
14887,14945
15031,15177
15305,15284
15338,15255
15438,15347
15558,15443
15691,15495
15829,15628
15940,15543
15739,15277
15067,14716
14540,14280
14077,13937
13769,13804
13759,13926
14047,14166
14228,14391
14407,14299
14524,14509
14659,14686
14893,14782
14991,14937
15148,15033
15305,15133
15460,15325
15619,15436
15696,15277
15646,15059
15061,14609
14489,14162
14001,13878
13636,13660
13492,13638
13601,13860
13903,14247
14123,14336
14346,14494
14406,14513
14605,14565
14670,14579
14843,14793
15048,14838
15203,14889
15316,14926
15329,14760
15364,14782
15100,14354
14396,13660
13758,13346
13257,13029
13017,13000
13026,13059
13189,13173
13327,13169
13370,13029
13313,13136
13355,13162
13540,13531
13761,14066
14010,14295
14219,14465
