red,ir
16838,17000
16917,16966
16766,16903
16691,16821
16558,16781
16540,16755
16577,16755
16573,16799
16646,16819
16670,16803
16663,16828
16720,16815
16694,16814
16683,16760
16692,16808
16694,16799
16744,16769
16663,16806
16740,16823
16729,16824
16762,16876
16845,16860
16839,16887
16867,16885
16832,16903
16924,16932
16979,16894
16854,16846
16727,16724
16628,16667
16611,16715
16781,16794
16792,16833
16924,16874
16902,16944
17000,16933
16977,16862
16801,16690
16376,16016
15254,15496
14943,15414
15032,15510
15173,15664
15330,15637
15357,15734
15493,15768
15530,15723
15372,15625
15302,15501
15085,15410
14967,15262
14717,15099
14530,14996
14412,14935
14381,15008
14506,15033
14539,15003
14513,14965
14428,14885
14427,14835
14340,14779
14351,14815
14359,14820
14469,14835
14531,14940
14651,14928
14550,14924
14618,15046
14802,15090
14767,15092
14789,15097
14835,15112
14829,15101
14750,14979
14633,14879
14375,14710
14245,14656
14136,14620
14142,14583
13969,14499
13971,14497
14131,14720
14498,14856
14574,14799
14452,14801
14517,14808
14577,14794
14463,14751
14517,14779
14566,14831
14614,14794
14638,14797
14572,14767
14614,14733
14495,14688
14513,14663
14384,14625
14349,14524
14202,14415
14046,14379
14016,14370
14007,14363
13976,14261
13862,14184
13807,14162
13781,14127
13774,14053
13636,14019
13708,14132
13877,14300
14171,14411
14256,14525
14495,14624
14537,14667
14594,14713
14697,14729
14658,14743
14677,14743
14704,14765
14756,14788
14743,14729
14717,14702
14623,14615
14576,14620
14587,14729
14759,14786
14748,14842
14927,14947
14980,15015
15125,15044
15124,15103
15173,15103
15203,15087
15160,15103
15210,15106
15155,15001
15092,15004
15094,14981
15041,14960
15054,14919
15011,14863
14943,14849
15002,14794
14842,14738
14805,14652
14563,14550
14436,14445
14393,14454
14421,14486
14508,14502
14476,14491
14471,14465
14502,14513
14542,14525
14565,14515
14601,14543
14629,14561
14662,14581
14629,14574
14702,14559
14622,14579
14669,14584
14649,14570
14668,14588
14693,14572
14684,14577
14723,14572
14721,14579
14745,14609
14730,14497
14611,14443
14469,14368
14449,14350
14373,14338
14456,14354
14399,14372
14467,14370
14474,14373
14462,14375
14478,14382
14473,14390
14491,14384
14531,14400
14535,14440
14598,14390
14601,14425
14590,14432
14634,14447
14609,14413
14656,14413
14590,14441
14664,14459
14634,14427
14594,14418
14666,14411
14570,14409
14557,14377
14599,14423
14699,14508
14796,14538
14837,14574
14883,14611
15022,14693
15026,14688
15102,14720
15098,14749
15194,14779
15188,14820
15289,14835
15354,14865
15309,14892
15374,14888
15385,14865
15390,14915
15409,14894
15385,14926
15425,14845
15298,14779
15181,14647
15026,14538
14899,14529
14932,14504
14846,14491
14828,14406
14686,14332
14611,14209
14535,14227
14548,14232
14576,14227
14625,14218
14616,14259
14658,14254
14723,14302
14725,14282
14785,14318
14807,14364
14886,14359
14820,14406
14925,14384
14805,14350
14767,14250
14682,14162
14524,14139
14491,14127
14452,14121
14519,14109
14524,14145
14561,14171
14587,14129
