red,ir
16271,16160
16453,16434
16511,16526
16702,16646
16847,16760
16978,16783
16975,16669
16533,16063
15983,15617
15456,15360
15214,15286
15093,15280
15182,15280
15381,15446
15381,15497
15478,15554
15647,15640
15729,15846
15940,16000
16097,16080
16254,16183
16286,16240
16421,16394
16569,16560
16753,16594
16966,16777
17000,16829
16866,16423
16315,15908
15768,15543
15468,15388
15366,15297
15398,15423
15497,15554
15637,15737
15756,15771
15843,15743
15995,15971
16107,16114
16288,16206
16390,16291
16467,16423
16608,16526
16702,16531
16840,16606
16818,16754
16922,16749
16847,16360
16259,15680
15538,15240
15023,14828
14735,14657
14507,14554
14544,14714
14669,14805
14706,14708
14776,14794
14769,14897
14890,15023
15028,15080
15110,15040
15260,15234
15323,15331
15458,15371
15545,15543
15732,15731
15947,15908
15978,15628
15560,14988
14766,14571
14326,14320
14021,14171
13873,13937
13975,14188
14125,14331
14273,14354
14343,14508
14447,14628
14616,14811
14846,14937
15066,15051
15076,15211
15289,15371
15475,15560
15582,15537
15746,15731
15831,15891
16012,15914
16000,15708
15463,15040
14740,14628
14227,14240
14011,14011
13760,14045
13847,14223
13958,14308
14123,14308
14290,14394
14280,14520
14478,14737
14711,14880
14928,15108
15115,15343
15299,15388
15490,15486
15526,15663
15686,15760
15843,15908
16005,15960
16145,15937
15632,15303
14940,14760
14406,14445
14108,14320
13977,14383
14031,14371
14234,14331
14227,14537
14336,14605
14452,14765
14607,14668
14759,14925
14846,15154
15008,15148
15156,15308
15209,15428
15277,15457
15451,15588
15630,15720
15632,15800
15775,15783
15603,15411
14890,14560
14227,14263
13842,14011
13668,13920
13634,13948
13832,14211
13982,14428
14258,14497
14415,14623
14495,14805
14679,14965
14853,15091
15032,15166
15231,15354
15233,15486
15446,15583
15589,15634
15654,15834
15814,15966
15954,15977
16053,15931
15586,15377
14858,14714
14234,14308
13886,13937
13682,13908
13586,14034
13736,14114
13876,14188
13956,14154
14103,14371
14195,14468
14444,14703
14580,14777
14759,15017
14962,15194
15129,15234
15311,15383
15403,15554
15601,15771
15824,15846
15988,15868
15899,15623
15262,14931
14624,14474
14164,14211
13965,14125
13934,14217
14115,14251
14299,14463
14326,14554
14534,14708
14665,14840
14812,14937
15076,15171
15243,15308
15424,15394
15482,15508
15628,15697
15746,15806
15894,15794
16044,15920
16032,15914
15758,15343
14962,14491
14217,14034
13808,13765
13576,13588
13636,13737
13721,13857
13825,13960
13878,14045
13980,13931
14077,14097
14130,14285
14319,14428
14515,14480
14694,14697
14897,14840
15018,14954
15228,15074
15279,15223
15410,15308
15574,15337
15325,14680
14582,14000
13832,13645
13460,13331
13198,13000
13131,13142
13310,13348
13394,13337
13552,13405
13593,13554
13798,13777
13975,13994
14159,13971
14389,14177
14488,14411
14703,14503
14846,14657
14970,14714
15173,14977
15330,15103
15553,15057
15124,14485
14340,13777
13726,13382
13390,13160
13295,13165
13295,13325
13511,13440
13648,13497
13682,13560
13774,13737
13876,13777
14040,13891
