red,ir
13823,13818
13928,13969
14009,13935
14137,14115
14229,14285
14412,14363
14495,14524
14672,14695
14756,14568
14320,13803
13505,13194
13093,13000
13055,13116
13178,13384
13592,13716
13845,13925
13958,14061
13976,14056
14055,14091
14194,14349
14393,14402
14586,14670
14666,14729
14780,14821
14753,14651
14277,13905
13477,13243
13086,13082
13000,13219
13165,13326
13464,13716
13717,13935
13955,14047
14017,14173
14138,14300
14281,14427
14404,14568
14559,14777
14729,14821
14873,14997
14785,14743
14252,13983
13502,13409
13162,13350
13148,13414
13331,13677
13676,14071
14018,14222
14180,14402
14233,14490
14424,14695
14556,14777
14753,15050
14965,15230
15194,15386
15356,15557
15421,15357
15036,14797
14304,14276
13941,14086
13900,14110
14031,14402
14371,14719
14683,14885
14837,15011
14943,15070
15064,15187
15167,15367
15337,15440
15439,15532
15546,15693
15657,15756
15527,15299
14873,14607
14254,14217
14099,14183
14083,14344
14317,14544
14627,14831
14815,14914
14938,15050
15015,15060
15161,15294
15300,15450
15499,15508
15574,15717
15729,15795
15854,15756
15508,15157
14783,14592
14293,14193
14142,14256
14214,14412
14486,14578
14695,14894
14901,14948
14974,14982
15025,15138
15146,15274
15289,15333
15418,15518
15527,15601
15672,15683
15713,15698
15500,15182
14797,14509
14191,14203
14004,14149
14044,14193
14259,14563
14532,14758
14759,14860
14767,14948
14927,15109
15127,15342
15265,15445
15448,15630
15627,15756
15775,15927
15859,15907
15854,15571
15151,15001
14554,14553
14361,14466
14347,14573
14586,14899
14906,15065
15123,15191
15170,15206
15238,15264
15260,15406
15454,15523
15609,15664
15680,15688
15753,15776
15785,15615
15451,15094
14726,14470
14347,14266
14211,14256
14301,14480
14574,14787
14895,14909
15018,15079
15104,15031
15217,15221
15339,15406
15551,15532
15597,15635
15710,15781
15824,15795
15859,15664
15461,15113
14748,14378
14306,14232
14167,14217
14306,14402
14518,14636
14740,14894
14857,14860
14927,14933
15020,15109
15165,15177
15341,15381
15461,15488
15612,15596
15674,15713
15766,15649
15469,15128
14830,14578
14448,14402
14391,14368
14494,14617
14723,14821
14976,14992
15018,15045
15104,15162
15219,15235
15358,15401
15486,15601
15631,15576
15728,15742
15780,15868
15931,15912
15897,15776
15497,15221
14955,14846
14753,14792
14824,15011
15042,15113
15331,15474
15478,15610
15633,15674
15713,15732
15838,15937
15976,16015
16108,16083
16232,16317
16388,16375
16544,16409
16432,16146
15973,15605
15451,15235
15292,15245
15369,15381
15578,15576
15773,15786
15890,15683
15920,15805
15944,15893
16096,15961
16145,16083
16298,16190
16454,16321
16560,16438
16619,16351
16244,15654
15598,15182
15153,14972
15137,15001
15195,15152
15429,15347
15612,15430
15664,15415
15669,15610
15769,15547
15879,15669
15917,15776
16069,15839
16091,15898
16138,15980
16126,15742
15666,15109
14992,14665
14672,14417
14636,14480
14696,14685
15004,14958
15192,15094
15326,15187
15413,15269
15568,15498
15766,15722
15954,15795
16151,16063
16273,16166
16518,16307
16503,16122
16075,15615
15470,15109
