red,ir
16011,15334
16108,15465
16145,15616
16055,15101
15602,14473
15336,14315
15330,14425
15402,14531
15447,14620
15475,14655
15411,14538
15336,14452
15322,14497
15360,14655
15433,14789
15508,14898
15597,15008
15669,15108
15733,15276
15797,15310
15857,15458
15927,15592
16011,15747
16043,15458
15645,14813
15238,14349
15138,14449
15216,14558
15284,14703
15343,14723
15341,14692
15242,14565
15199,14548
15208,14641
15306,14782
15352,14926
15462,15015
15507,15104
15616,15225
15637,15355
15757,15472
15782,15613
15897,15767
15962,15949
15988,15547
15495,14813
15095,14438
14971,14555
15092,14655
15144,14734
15219,14799
15212,14730
15128,14658
15077,14627
15103,14826
15213,14940
15283,15115
15376,15238
15456,15420
15555,15506
15613,15692
15699,15729
15765,15922
15858,16032
15951,16162
15915,15767
15416,14909
14994,14603
14911,14668
15018,14850
15108,14926
15178,15101
15170,14981
15085,14885
15036,14833
15091,14991
15184,15132
15289,15348
15384,15455
15488,15678
15582,15757
15669,15946
15724,16021
15814,16203
15887,16323
15992,16323
15682,15510
15146,14819
14812,14685
14905,14878
14980,15025
15127,15156
15141,15190
15122,15005
14997,14988
15023,15063
15066,15242
15205,15379
15268,15565
15408,15702
15475,15874
15583,15970
15659,16114
15742,16210
15824,16361
15916,16485
15830,15877
15266,15053
14824,14672
14753,14840
14903,15008
15000,15204
15120,15256
15083,15187
15000,15019
14950,15029
15014,15156
15110,15389
15218,15561
15337,15695
15452,15846
15546,15973
15632,16128
15716,16231
15791,16437
15878,16488
15831,16035
15282,15025
14782,14661
14674,14685
14820,14953
14942,15118
15071,15283
15043,15111
14955,15005
14865,14971
14927,15098
15003,15321
15155,15475
15238,15657
15380,15805
15434,15932
15562,15977
15605,16138
15730,16286
15783,16351
15592,15537
14928,14668
14546,14366
14532,14648
14708,14892
14858,15056
14947,15077
14894,14905
14784,14823
14744,14843
14804,15039
14932,15197
15054,15431
15187,15602
15281,15767
15369,15911
15456,16035
15538,16131
15619,16289
15629,15829
15084,14778
14453,14167
14273,14188
14409,14524
14583,14737
14738,14922
14756,14758
14632,14637
14561,14565
14600,14761
14709,14936
14849,15187
14982,15286
15115,15558
15228,15633
15299,15819
15385,15880
15462,16093
15483,15650
14972,14603
14247,13817
13989,13820
14102,14081
14286,14366
14441,14497
14490,14476
14350,14243
14258,14177
14265,14318
14397,14528
14514,14744
14687,14998
14777,15128
14923,15266
14962,15362
15082,15530
15139,15616
15079,14967
14371,13855
13784,13388
13646,13563
13844,13820
13998,14167
14170,14260
14114,14105
13994,13903
13915,13964
13987,14136
14126,14376
14281,14637
14425,14826
14539,15001
14626,15108
14712,15252
14800,15341
14863,15362
14547,14322
13732,13329
13293,13106
13365,13466
13570,13748
13757,14040
13855,13995
13764,13800
13622,13752
13612,13848
13734,14133
13892,14304
14044,14576
14182,14771
14301,15015
14401,15060
14478,15266
14569,15307
14579,14960
13970,13703
13196,13000
13000,13061
13156,13436
13353,13662
13540,13916
13559,13803
13444,13638
13337,13566
