red,ir
13895,13893
14184,14273
14662,14563
14963,14834
15277,14914
15283,14921
15275,14873
15289,15027
15532,15197
15738,15427
16012,15628
16226,15824
16482,15925
16269,15105
14801,13888
13768,13639
13899,13989
14372,14311
14731,14633
15043,14783
15205,14817
15194,14781
15212,14853
15367,15056
15609,15262
15899,15526
16141,15693
16387,15942
16567,15753
15781,14461
14095,13459
13575,13610
13966,13972
14435,14318
14724,14544
15048,14723
15100,14708
15133,14701
15137,14877
15395,15073
15618,15282
15926,15528
16143,15715
16406,15891
16442,15492
15255,14045
13706,13351
13520,13626
13980,14038
14410,14306
14749,14568
15000,14708
15033,14638
15002,14710
15088,14824
15320,15066
15595,15303
15893,15528
16169,15780
16433,15867
16231,15042
14613,13699
13534,13542
13766,13919
14287,14355
14698,14594
15033,14844
15142,14761
15076,14747
15062,14798
15237,15037
15462,15252
15748,15475
15972,15676
16228,15845
16231,15352
14977,13914
13495,13384
13467,13704
13947,14154
14387,14396
14696,14684
14921,14686
14894,14694
14847,14694
14978,14870
15208,15110
15477,15313
15733,15531
15965,15707
16134,15611
15393,14275
13609,13261
13085,13416
13486,13808
13959,14125
14269,14314
14562,14514
14659,14454
14625,14500
14674,14602
14913,14877
15146,15064
15428,15308
15623,15509
15917,15666
15876,15090
14518,13646
13076,13208
13133,13554
13599,13982
13988,14173
14265,14393
14466,14444
14471,14406
14486,14495
14631,14664
14893,14974
15180,15177
15433,15405
15669,15577
15870,15705
15611,14752
13940,13484
13000,13387
13292,13825
13809,14222
14172,14439
14475,14660
14592,14623
14532,14648
14564,14715
14768,14977
15038,15190
15307,15441
15547,15574
15786,15804
15911,15601
15003,14236
13351,13464
13113,13776
13585,14212
14100,14488
14387,14752
14667,14824
14612,14817
14615,14829
14716,15090
15008,15296
15255,15531
15520,15710
15728,15891
15926,15833
15247,14587
13532,13612
13034,13774
13470,14231
13960,14461
14209,14740
14512,14873
14584,14914
14574,14928
14672,15102
14921,15325
15195,15548
15476,15758
15712,15947
15941,16087
15744,15185
14102,13881
13043,13651
13278,14096
13756,14331
14059,14597
14336,14788
14576,14928
14623,14928
14696,15073
14856,15272
15167,15519
15383,15715
15675,15911
15860,16131
16130,16245
16083,15741
14767,14299
13379,13878
13437,14231
13895,14606
14261,14790
14541,15027
14792,15161
14885,15182
14905,15269
15072,15439
15306,15693
15599,15908
15841,16141
16055,16249
16232,16441
16448,16603
16583,16428
15782,15141
14113,14236
13693,14461
14132,14824
14569,15131
14852,15318
15118,15465
15194,15383
15193,15475
15256,15565
15465,15833
15695,16017
15975,16228
16143,16375
16362,16503
16489,16649
16733,16772
16636,16182
15302,14817
13959,14442
14003,14732
14489,15134
14879,15364
15166,15567
15329,15611
15353,15591
15317,15671
15453,15816
15698,16068
15984,16291
16226,16496
16448,16656
16615,16772
16786,16939
16955,17000
16870,16385
15418,15006
14114,14645
14143,14904
14639,15318
15025,15482
15341,15780
15542,15756
15520,15770
15461,15794
15592,15964
15813,16213
