red,ir
14997,14989
15073,15061
15164,15122
15198,15151
15230,15191
15267,15267
15351,15338
15440,15444
15523,15525
15619,15646
15774,15828
15903,15907
15992,15997
16039,16056
16120,16132
16181,16236
16300,16329
16380,16443
16500,16523
16582,16610
16668,16718
16770,16804
16845,16885
16916,16944
17000,17000
16856,16470
16200,15968
15826,15675
15610,15535
15549,15505
15516,15525
15605,15589
15615,15594
15605,15559
15585,15540
15590,15559
15607,15591
15658,15671
15723,15709
15782,15763
15767,15624
15474,15188
15107,14852
14822,14601
14670,14502
14589,14502
14694,14623
14765,14719
14819,14728
14803,14765
14852,14812
14934,14879
14977,14923
14960,14858
14938,14898
15013,15073
15177,15203
15316,15324
15384,15356
15449,15459
15498,15523
15598,15633
15666,15757
15795,15860
15888,16005
16013,16089
16109,16191
16211,16329
16333,16425
16243,16014
15734,15511
15267,15083
14968,14874
14808,14714
14713,14701
14758,14765
14860,14866
14877,14851
14890,14852
14882,14915
14942,14979
15021,15066
15133,15206
15234,15257
15167,15063
14845,14649
14481,14328
14256,14204
14168,14188
14242,14359
14396,14456
14485,14539
14501,14561
14544,14611
14580,14706
14685,14741
14684,14763
14692,14773
14751,14893
14886,15070
15050,15174
15143,15264
15219,15365
15309,15437
15403,15579
15514,15646
15620,15784
15713,15877
15818,15970
15878,16041
15986,16120
16027,16095
15782,15616
15230,15070
14755,14649
14447,14416
14245,14295
14193,14317
14301,14448
14403,14554
14455,14549
14481,14600
14530,14675
14620,14787
14699,14908
14840,14992
14878,14959
14687,14593
14310,14234
14015,14044
13885,13979
13875,14103
14026,14263
14222,14401
14325,14488
14365,14519
14464,14654
14576,14740
14707,14863
14787,14974
14933,15112
15060,15284
15201,15365
15281,15402
15335,15500
15400,15538
15476,15648
15592,15754
15693,15820
15777,15960
15885,16005
15968,16111
16031,16157
16117,16239
16035,15892
15565,15366
15056,14981
14781,14736
14595,14583
14492,14527
14521,14600
14578,14625
14589,14617
14581,14595
14587,14655
14630,14660
14706,14772
14780,14829
14848,14839
14668,14504
14302,14111
13956,13872
13799,13749
13709,13791
13818,13931
13995,14081
14085,14131
14122,14165
14166,14217
14258,14317
14337,14374
14401,14431
14445,14455
14556,14613
14690,14745
14829,14841
14886,14937
14983,15016
15063,15115
15185,15222
15289,15302
15400,15461
15516,15560
15609,15656
15712,15754
15814,15830
15890,15840
15637,15318
15131,14837
14688,14475
14435,14249
14242,14104
14200,14128
14256,14249
14358,14286
14377,14278
14363,14305
14385,14350
14444,14445
14542,14524
14652,14610
14689,14574
14452,14165
14065,13833
13798,13615
13694,13605
13711,13722
13898,13894
14025,14023
14111,14037
14121,14059
14181,14173
14293,14269
14351,14276
14340,14269
14356,14303
14474,14477
14633,14608
14749,14702
14795,14729
14867,14819
14920,14906
15027,14987
15099,15088
15205,15183
15285,15265
15369,15366
15457,15436
15513,15451
15359,15011
14816,14384
14256,13942
13894,13607
13684,13494
13599,13530
13721,13673
13807,13774
13876,13781
13842,13801
