red,ir
13782,14109
13920,14259
14083,14408
14173,14488
14225,14515
14319,14640
14427,14803
14580,14962
14685,15103
14628,14844
14228,14452
13814,14075
13531,13864
13364,13682
13330,13757
13429,13871
13606,13950
13637,13957
13696,14007
13745,14032
13811,14055
13868,14132
13972,14236
14098,14422
14235,14536
14373,14699
14489,14833
14622,14844
14595,14674
14254,14193
13787,13710
13417,13358
13151,13142
13012,13000
13033,13165
13188,13324
13362,13428
13401,13521
13522,13642
13619,13766
13748,13959
13929,14143
14096,14302
14276,14513
14442,14667
14571,14778
14677,14989
14862,15148
15052,15368
15159,15189
14607,14513
14066,13996
13663,13664
13364,13319
13122,13120
13000,13136
13090,13267
13250,13372
13342,13412
13393,13474
13487,13571
13630,13850
13802,14007
13972,14152
14071,14322
14246,14461
14339,14533
14428,14656
14534,14760
14637,14840
14590,14533
14159,14041
13806,13794
13551,13562
13386,13383
13227,13288
13191,13313
13327,13480
13453,13576
13530,13664
13603,13687
13701,13814
13799,13939
13957,14120
14082,14363
14272,14545
14429,14669
14522,14781
14615,14892
14719,14985
14834,15112
14830,14815
14468,14386
14172,14243
14080,14125
14029,14138
14019,14152
14035,14166
14111,14166
14182,14238
14222,14204
14263,14229
14274,14270
14352,14359
14436,14445
14512,14576
14607,14685
14730,14828
14855,15026
14981,15082
15080,15239
15165,15293
15260,15189
15009,14887
14772,14728
14694,14615
14624,14549
14616,14565
14658,14624
14769,14808
14836,14828
14900,14860
14909,14912
14973,14969
15033,14998
15071,15023
15131,15082
15194,15150
15291,15284
15348,15334
15423,15393
15449,15427
15526,15368
15363,15196
15199,15069
15140,14978
15094,14998
15099,15014
15126,15039
15209,15144
15277,15130
15308,15191
15328,15227
15404,15291
15432,15398
15519,15461
15576,15520
15634,15591
15687,15636
15712,15686
15774,15711
15812,15754
15866,15736
15794,15554
15604,15450
15523,15355
15489,15393
15460,15332
15458,15386
15483,15436
15586,15477
15604,15570
15653,15584
15677,15602
15714,15643
15762,15681
15798,15770
15857,15772
15898,15858
15964,15924
16005,15940
16060,16008
16103,15969
16125,16010
16040,15824
15880,15695
15751,15597
15734,15527
15647,15477
15655,15443
15667,15504
15741,15566
15788,15552
15789,15620
15832,15609
15865,15640
15895,15684
15942,15724
16000,15824
16040,15813
16086,15870
16098,15872
16133,15922
16146,15924
16211,15978
16191,15899
16078,15690
15903,15600
15826,15513
15786,15441
15744,15482
15768,15522
15828,15581
15891,15604
15891,15595
15901,15647
15952,15627
15999,15729
16028,15777
16118,15899
16144,16003
16240,16040
16263,16153
16331,16208
16390,16246
16440,16373
16508,16432
16510,16380
16353,16169
16186,16083
16118,16047
16092,15990
16053,16035
16083,16026
16156,16126
16203,16076
16220,16115
16228,16119
16275,16155
16276,16224
16335,16260
16375,16273
16413,16344
16466,16366
16481,16419
16517,16416
16554,16457
16597,16487
16558,16301
16355,16151
16211,15978
16156,15926
16091,15885
16107,15915
16120,15981
16222,16031
16215,16047
16247,16044
16264,16103
