red,ir
15781,17000
15550,16737
15344,16643
15353,16706
15514,16732
15451,16643
15562,16653
15636,16622
15641,15950
15249,15792
15335,15829
15442,16023
15645,16091
15856,16480
15822,16034
15451,15561
15028,15472
14853,15204
14631,14979
14462,14994
14579,15147
14711,15105
14799,15336
15021,15614
15272,15839
15344,15976
15580,16076
15657,16149
15867,16291
16010,16396
16116,16301
15876,15971
15546,15834
15503,15776
15304,15593
15245,15608
15213,15834
15424,15908
15526,15929
15679,16149
15899,16391
16055,16385
16132,16454
16281,16606
16583,16984
16702,16947
16752,16543
16297,16223
16001,16196
15879,15992
15587,15671
15510,15860
15675,15981
15770,15839
15707,15845
15870,16133
16026,16301
16195,16212
16257,16312
16401,16643
16587,16648
16612,16496
16589,16438
16234,15892
15942,15729
15652,15614
15602,15582
15408,15587
15480,15761
15607,15761
15639,15677
15768,15818
15890,15761
15985,15913
16157,16070
16363,16212
16370,16149
16576,16207
16458,15892
16087,15514
15765,15357
15530,15325
15349,15152
15243,15204
15322,15336
15342,15084
15378,15168
15419,15325
15657,15472
15713,15477
15863,15776
16073,15997
16209,16081
16370,16202
16456,16123
16241,15834
15863,15451
15598,15346
15349,15273
15261,15246
15186,15294
15304,15409
15403,15472
15569,15635
15754,15834
15856,15661
15947,15808
16057,15918
16281,16028
16338,16118
16426,15845
16094,15498
15734,15309
15449,15047
15136,14889
14966,14847
14962,14758
15037,14805
15062,14800
15073,14648
15037,14632
15172,14622
15206,14637
15283,14737
15428,14737
15480,14737
15548,14805
15261,14417
14901,14160
14489,13803
14267,13792
14034,13787
14032,13714
14084,13840
14167,13929
14326,13976
14500,14165
14679,14338
14772,14317
14951,14569
15134,14916
15329,14758
15272,14433
14987,14186
14577,13824
14195,13483
13955,13551
13846,13561
13880,13682
13921,13708
14086,13803
14102,13813
14294,14154
14509,14291
14640,14317
14794,14616
15005,14821
15227,14968
15320,14905
15324,14879
14962,14795
14729,14653
14423,14396
14156,14212
14045,14118
14122,14286
14276,14485
14437,14469
14570,14790
14797,15021
15071,15278
15229,15503
15480,15519
15598,15283
15467,15015
15231,14706
14810,14590
14561,14511
14315,14165
14072,13740
13848,13761
13930,13819
13959,13740
13986,13934
14244,14270
14557,14301
14650,14301
14706,14501
15005,14800
15066,14895
15145,14685
14926,14401
14489,14275
14136,13876
13762,13661
13504,13540
13421,13441
13531,13651
13697,13808
13862,13819
13909,14023
14086,14018
14079,13861
14138,14170
14412,14349
14530,14170
14516,14322
14428,13855
13916,13441
13445,13183
13228,13073
13000,13063
13000,13183
13165,13336
13271,13456
13355,13451
13509,13477
13801,13819
13941,13798
14032,13918
14109,14149
14312,14133
14428,14123
14437,14244
14152,13855
13656,13378
13294,13262
13104,13152
13099,13346
13199,13456
13414,13561
13371,13493
13466,13567
13593,13708
13753,13803
13973,14170
14285,14616
14597,14868
14717,15036
15018,15278
14828,15005
14505,14842
14328,14821
14172,14958
14249,15047
14468,15225
14668,15330
14708,14994
14654,14968
14674,15057
