red,ir
16318,16476
16428,16720
16697,16865
16813,16701
16130,15751
15091,15208
14772,15173
14901,15382
15134,15491
15222,15510
15281,15574
15261,15491
15177,15481
15229,15536
15390,15731
15636,15927
15846,16113
16049,16226
16210,16345
16341,16441
16429,16505
16602,16717
16793,16839
17000,17000
16832,16207
15784,15487
15096,15211
15093,15407
15295,15545
15463,15609
15447,15642
15533,15532
15352,15481
15385,15500
15425,15677
15668,15831
15819,16033
16017,16120
16147,16216
16255,16277
16364,16341
16487,16515
16662,16624
16810,16544
16255,15670
15224,15099
14788,14993
14880,15173
15078,15253
15156,15276
15222,15276
15171,15189
15063,15208
15096,15231
15256,15436
15452,15545
15656,15757
15811,15789
15954,15943
16022,15959
16135,16107
16235,16210
16477,16345
16559,16239
16019,15337
14926,14772
14602,14717
14670,14910
14882,14945
14887,14967
14946,14964
14913,14894
14852,14910
14877,14971
15005,15147
15182,15288
15350,15414
15512,15516
15618,15632
15704,15664
15793,15764
15962,15943
16163,16052
16321,16024
15796,15125
14797,14598
14371,14457
14521,14685
14709,14711
14787,14817
14833,14800
14838,14800
14768,14714
14828,14855
14931,15016
15194,15231
15337,15321
15560,15446
15633,15571
15784,15648
15851,15789
16067,15956
16208,16075
16187,15510
15221,14739
14507,14457
14474,14553
14667,14746
14840,14781
14877,14900
14900,14810
14767,14756
14749,14743
14845,14926
15054,15093
15249,15234
15422,15343
15525,15391
15615,15545
15734,15626
15884,15773
16010,15606
15432,14804
14434,14165
14065,14155
14165,14290
14340,14367
14306,14364
14398,14373
14330,14351
14345,14309
14305,14428
14494,14582
14652,14762
14877,14897
15003,15022
15143,15121
15249,15202
15390,15346
15575,15468
15683,15382
15109,14515
14059,13934
13704,13850
13808,13995
13974,14027
13975,14017
14019,14110
14015,14056
14005,14113
14027,14101
14190,14329
14374,14486
14612,14682
14739,14778
14905,14884
14958,15000
15148,15131
15290,15308
15543,15356
15295,14730
14328,13930
13593,13728
13615,13860
13816,13963
13874,13975
13914,14011
13946,14072
13946,14030
13962,14117
14107,14252
14305,14499
14552,14630
14735,14797
14915,14922
15015,15035
15156,15189
15337,15282
15548,15471
15575,15000
14682,14174
13839,13760
13724,13911
13891,14040
14007,14104
14019,14149
14113,14139
14002,14078
14035,14081
14070,14271
14311,14438
14486,14666
14705,14759
14847,14861
14966,14993
15103,15093
15256,15269
15438,15353
15482,14993
14589,14107
13718,13738
13565,13776
13739,13979
13856,13940
13849,13998
13942,14046
13937,13985
13907,14062
13984,14133
14182,14390
14413,14521
14652,14727
14800,14791
14945,14932
15053,15009
15244,15231
15435,15382
15638,15276
15023,14361
14012,13789
13552,13747
13769,13902
13872,14017
13939,14008
13964,14104
14037,14046
13974,14062
14062,14165
14215,14364
14449,14528
14704,14711
14885,14884
15061,14967
15177,15134
15337,15263
15566,15491
15817,15603
15733,15022
14694,14149
13965,13853
13951,14069
14192,14219
14348,14316
14399,14319
14494,14396
14471,14319
14484,14386
14586,14534
14852,14772
