red,ir
14814,14858
15079,15122
15268,15378
15567,15620
15675,15672
15454,14933
14577,14164
13884,13539
13424,13192
13171,13192
13121,13139
13301,13433
13540,13704
13731,13720
13788,13968
13954,13923
14062,14112
14191,14247
14414,14504
14522,14654
14823,14783
14939,15137
15172,15220
15380,15416
15632,15733
15893,15838
15730,15371
15047,14474
14244,13757
13712,13523
13428,13199
13322,13358
13455,13471
13731,13878
13879,13999
14060,14112
14110,14308
14325,14308
14399,14556
14611,14737
14876,14971
15071,15250
15280,15439
15509,15627
15740,15944
15967,16004
16224,16291
16245,15838
15751,15190
14886,14368
14354,14089
14017,13787
13964,13772
13964,14112
14235,14338
14428,14564
14638,14753
14799,14835
14933,15062
15073,15145
15249,15461
15507,15688
15715,15831
15948,16132
16154,16200
16370,16502
16561,16698
16783,16683
16525,16178
15851,15341
15062,14843
14691,14541
14558,14594
14558,14624
14782,14881
14982,15062
15136,15145
15219,15288
15331,15386
15471,15469
15581,15816
15772,15763
15942,15959
16067,16132
16283,16313
16361,16502
16701,16766
16860,16834
16679,16147
15868,15250
15049,14587
14562,14270
14244,14142
14161,14074
14219,14225
14401,14572
14585,14556
14725,14783
14852,14866
15028,15084
15168,15295
15403,15424
15556,15718
15783,15884
15908,16110
16228,16457
16516,16690
16707,16849
16832,16577
16376,15823
15461,14986
14710,14270
14293,14142
14062,13863
14060,14119
14212,14376
14532,14700
14717,14933
14977,15016
14969,15130
15111,15243
15312,15544
15617,15846
15855,15982
15923,16170
16116,16200
16241,16261
16351,16404
16372,16080
16065,15559
15138,14549
14344,13848
13769,13523
13504,13282
13277,13380
13436,13591
13610,13735
13725,13802
13786,13840
13835,13931
13960,14097
14113,14338
14409,14670
14662,14873
14990,15318
15285,15356
15484,15665
15690,15914
15988,15831
15673,15288
14939,14466
14142,13818
13646,13448
13309,13222
13131,13169
13250,13433
13555,13750
13843,14119
14045,14036
14151,14270
14212,14308
14380,14511
14496,14753
14910,15039
15075,15348
15442,15642
15707,15989
15974,16087
16069,15929
15696,15363
14926,14511
14282,14066
13896,13772
13625,13441
13511,13606
13608,13629
13867,14081
14102,14217
14327,14353
14392,14587
14604,14677
14742,14926
14948,15054
15179,15288
15353,15642
15654,15793
15910,16004
16173,16366
16398,16321
16296,15936
15592,14881
14768,14353
14221,13923
14002,13810
13807,13818
13951,13946
14074,14330
14325,14451
14460,14443
14592,14670
14727,14783
14861,15009
15083,15212
15317,15416
15588,15808
15870,16004
16219,16457
16556,16607
16836,16977
17000,16803
16603,16019
15673,15130
15064,14654
14545,14481
14392,14308
14356,14466
14560,14745
14833,14896
14975,15130
15124,15243
15264,15348
15418,15672
15637,15703
15812,16019
16005,16012
16213,16374
16353,16555
16618,16683
16779,17000
16995,16841
16578,16208
15789,15386
15107,14805
14649,14609
14450,14458
14397,14458
14562,14753
14678,14798
14865,15145
15039,15114
15183,15356
15166,15386
15198,15258
15088,15363
15240,15416
15333,15657
15518,15710
15649,15831
15670,15921
