red,ir
14413,14493
14122,14542
14456,15075
14956,15546
15407,15705
15464,15846
15711,16027
15926,16388
16315,16661
16523,16912
16526,16154
15412,15145
14580,14709
14420,14846
14804,15427
15420,15899
15751,16137
15907,16207
16031,16445
16267,16604
16495,16890
16804,16943
16374,15965
15221,15044
14591,14674
14482,14899
14889,15357
15351,15692
15520,15687
15644,15886
15811,15916
16044,16234
16289,16445
16550,16357
15735,15181
14754,14564
14309,14462
14528,14907
15054,15388
15490,15626
15536,15714
15746,15841
15861,16079
16113,16300
16324,16498
16298,15780
15171,14793
14385,14335
14200,14387
14548,14991
15077,15339
15273,15471
15353,15507
15501,15692
15698,15850
15946,16062
16213,16057
15529,14863
14363,14105
13816,13850
13816,14176
14283,14595
14695,14890
14858,14855
14980,15070
15151,15238
15438,15568
15711,15877
15866,15357
14786,14246
13859,13669
13501,13687
13838,14189
14339,14639
14747,14824
14791,14916
14973,15070
15140,15295
15436,15564
15737,15700
15375,14749
14202,13797
13484,13519
13414,13625
13827,14242
14367,14621
14680,14828
14836,14969
15008,15167
15264,15401
15549,15758
15813,15485
14991,14365
13944,13669
13464,13506
13584,13960
14157,14484
14574,14802
14763,14841
14951,15031
15101,15176
15368,15546
15675,15634
15529,14868
14311,13784
13499,13467
13308,13541
13742,14158
14287,14568
14665,14806
14771,14951
15036,15203
15227,15489
15631,15714
15837,15700
15284,14617
14120,13916
13683,13766
13790,14189
14430,14828
14960,15145
15197,15317
15325,15414
15553,15731
15844,15965
16113,16264
16189,15674
15069,14586
14098,13920
13783,14022
14139,14581
14778,15035
15145,15255
15284,15361
15464,15608
15661,15762
15937,16057
16198,16088
15709,15070
14539,14031
13833,13863
13775,13947
14272,14603
14754,14899
15021,15044
15101,15167
15316,15405
15494,15648
15924,15890
15965,15520
15038,14273
13868,13643
13536,13625
13642,14044
14244,14493
14619,14696
14797,14815
14984,15040
15195,15233
15479,15520
15820,15828
15585,14802
14270,13696
13414,13273
13260,13493
13666,14044
14291,14467
14645,14678
14743,14709
14875,14921
15132,15136
15431,15529
15716,15410
15062,14313
13779,13211
13130,13070
13115,13308
13664,13929
14135,14242
14441,14396
14552,14537
14795,14802
15023,15079
15444,15379
15601,15238
14823,13978
13471,13140
13000,13000
13102,13431
13768,13969
14244,14304
14535,14568
14799,14780
15032,15123
15405,15445
15757,15872
16107,15608
15136,14392
13985,13603
13564,13590
13812,14176
14480,14780
15014,15123
15325,15313
15549,15577
15805,15868
16104,16190
16506,16569
16849,16335
15735,14863
14561,14176
14113,14114
14365,14669
15051,15189
15525,15524
15651,15604
15850,15797
16041,16035
16385,16331
16615,16670
16808,15987
15451,14727
14456,14013
14040,14127
14359,14612
15008,15159
15442,15366
15601,15454
15679,15621
15907,15797
16163,16106
16519,16322
16428,15546
15071,14251
14109,13775
13879,13850
14220,14480
14904,14890
15251,15062
15418,15225
15592,15396
15850,15643
16059,15859
16369,16071
15983,14819
14578,13819
13736,13308
13664,13546
14050,14031
