red,ir
14470,14550
14633,14742
14799,14838
14966,14998
15075,15068
15231,15166
15306,15315
15463,15365
15338,15044
14796,14478
14218,14097
13869,13990
13802,14009
13881,14184
14089,14342
14250,14438
14351,14502
14402,14510
14490,14620
14600,14673
14746,14831
14873,14922
15035,15039
15126,15145
15288,15276
15391,15324
15331,15003
14794,14466
14240,14191
13975,14064
13933,14119
14033,14287
14205,14385
14309,14471
14363,14431
14419,14514
14500,14598
14637,14737
14740,14840
14915,14939
15019,15085
15178,15188
15287,15188
15073,14761
14487,14248
13982,13992
13776,13901
13749,13963
13874,14155
14052,14227
14185,14318
14248,14356
14340,14452
14421,14514
14555,14682
14680,14776
14839,14886
14957,15037
15156,15152
15158,14924
14700,14390
14130,13990
13779,13884
13694,13846
13753,13961
13919,14186
14106,14258
14221,14356
14286,14354
14388,14512
14498,14582
14653,14709
14762,14824
14929,14979
15049,15087
15215,15097
14990,14725
14454,14244
14009,13956
13810,13927
13810,13987
13929,14172
14112,14270
14215,14301
14274,14402
14350,14419
14457,14548
14562,14634
14705,14752
14811,14838
14961,14975
15071,15018
15060,14764
14593,14366
14177,14062
13974,13992
13959,14119
14111,14280
14299,14392
14428,14481
14505,14522
14586,14639
14695,14699
14838,14848
14961,14939
15112,15061
15231,15212
15418,15315
15372,15104
14982,14653
14507,14380
14334,14289
14342,14368
14476,14570
14658,14673
14757,14723
14821,14764
14887,14807
14974,14941
15092,14982
15239,15118
15341,15248
15526,15403
15645,15418
15564,15075
15041,14629
14662,14383
14441,14390
14500,14464
14629,14610
14800,14754
14921,14802
14956,14874
15052,14929
15163,14994
15269,15137
15402,15250
15564,15456
15735,15497
15745,15272
15296,14764
14834,14517
14581,14409
14562,14462
14616,14586
14829,14735
14913,14836
15026,14907
15101,14982
15218,15054
15349,15173
15479,15336
15646,15466
15802,15598
15815,15329
15353,14776
14791,14481
14492,14265
14379,14308
14434,14399
14644,14658
14821,14764
14957,14814
15003,14934
15148,15030
15267,15193
15458,15346
15631,15502
15816,15669
15985,15686
15772,15260
15174,14728
14672,14464
14424,14332
14338,14356
14435,14531
14629,14721
14810,14855
14905,14888
15030,15051
15139,15157
15310,15284
15406,15451
15621,15586
15754,15770
15961,15823
15846,15528
15330,14994
14730,14634
14448,14498
14370,14546
14462,14766
14712,14951
14889,15123
15058,15233
15176,15339
15314,15497
15470,15641
15660,15840
15851,15933
16007,16154
16179,16233
16334,16379
16391,16216
16019,15684
15374,15212
14979,15034
14769,14953
14802,15073
14945,15329
15200,15456
15322,15586
15434,15624
15526,15693
15627,15842
15792,15924
15931,16084
16079,16197
16228,16364
16385,16479
16409,16329
16046,15768
15497,15468
15201,15312
15107,15334
15232,15552
15415,15691
15620,15844
15739,15916
15827,16034
15943,16132
16118,16319
16298,16439
16487,16652
16685,16805
16886,17000
17000,16923
16767,16499
16171,15986
15748,15787
15536,15710
15563,15837
15705,16046
15981,16199
16086,16343
16240,16405
16305,16544
16503,16700
16659,16887
