red,ir
15317,15579
15594,15949
15893,16002
16147,16332
16398,16490
16661,16691
16627,16619
16556,16472
16227,16372
16083,16167
15822,16045
15697,15977
15685,16031
15799,16236
15973,16332
16149,16433
16275,16601
16446,16770
16663,16956
16846,16956
16972,17000
17000,16860
16933,16774
16698,16462
16394,16132
15948,15956
15674,15629
15354,15490
15212,15518
15267,15568
15283,15586
15363,15619
15452,15615
15470,15680
15578,15719
15678,15830
15857,15920
16017,16045
16071,16042
16227,16078
16060,16002
15861,15712
15436,15407
15088,15167
14798,14873
14469,14726
14341,14618
14304,14629
14410,14679
14503,14758
14599,14848
14709,14919
14919,15142
15066,15163
15246,15414
15413,15554
15669,15690
15747,15730
15715,15626
15390,15289
14981,14923
14613,14618
14206,14374
13893,14058
13671,14012
13676,13976
13733,14015
13783,14166
13959,14162
14030,14220
14144,14349
14389,14589
14522,14804
14903,15077
15059,15256
15271,15371
15237,15213
15015,15120
14839,15020
14638,14955
14522,14880
14483,14883
14565,15081
14791,15217
14958,15393
15146,15457
15342,15687
15521,15830
15749,16010
15859,16128
16108,16182
16154,16304
16307,16286
16161,16196
15978,15866
15539,15407
15098,15249
14860,15041
14727,14977
14716,15063
14798,14991
14814,15009
14853,15070
15045,15289
15203,15511
15498,15676
15603,15776
15774,15794
15841,15906
15783,15676
15690,15468
15406,15113
14848,14564
14362,14277
14021,13958
13756,13772
13616,13754
13619,13815
13769,13908
13845,13940
13966,14127
14128,14274
14341,14435
14474,14665
14755,14808
14954,14926
15120,15073
15292,15174
15262,15048
15056,14783
14725,14500
14240,13987
13774,13621
13397,13370
13171,13169
13139,13237
13173,13334
13337,13449
13353,13556
13575,13689
13641,13822
13907,14062
14179,14202
14334,14403
14535,14449
14693,14521
14700,14485
14451,14170
14176,13929
13788,13639
13559,13503
13287,13280
13198,13330
13244,13477
13539,13700
13637,13865
13856,14008
14071,14141
14256,14374
14522,14611
14784,14883
15102,15081
15347,15217
15468,15289
15404,15048
15187,14955
14855,14600
14558,14356
14156,14116
14074,14005
13966,14030
14044,14048
14064,14055
14128,14173
14320,14284
14446,14518
14718,14661
14871,14830
15077,15016
15342,15206
15534,15325
15459,15106
15246,15005
14960,14751
14718,14571
14384,14367
14279,14259
14124,14227
14167,14209
14261,14324
14426,14543
14629,14686
14803,14862
15063,15077
15376,15386
15671,15665
15909,15726
16154,15934
16247,15848
16069,15680
15735,15432
15468,15113
14983,14804
14604,14485
14314,14284
14259,14109
14010,13926
14110,14180
14373,14356
14567,14500
14746,14647
14910,14715
15173,15056
15477,15152
15676,15267
15603,15221
15575,15073
15248,14851
15034,14618
14727,14507
14567,14360
14444,14374
14492,14457
14606,14550
14755,14751
14951,14833
15100,14865
15159,14485
14878,14385
15029,14672
15354,15063
15790,15425
16026,15594
16252,15572
16003,15342
15742,14977
15317,14758
15079,14532
14876,14435
14714,14507
14796,14611
14931,14718
15102,14844
15244,14973
15495,15378
15831,15640
16161,15924
16407,16042
16645,16236
