red,ir
16445,16587
16643,16753
16787,17000
17000,16966
16688,16283
15712,15415
15140,15127
15037,15177
15264,15597
15630,15716
15713,15824
15800,15960
16038,16137
16120,16308
16299,16446
16505,16629
16648,16773
16730,16668
16290,15904
15556,15423
15228,15293
15333,15520
15588,15791
15771,15835
15811,15896
15838,16010
16045,16120
16140,16264
16315,16358
16376,16491
16521,16452
16292,15957
15496,15138
14893,14831
14741,14903
14948,15221
15268,15332
15405,15523
15468,15584
15671,15747
15807,15940
15949,16032
16063,16090
16125,16186
16175,16015
15606,15080
14769,14552
14440,14419
14450,14558
14733,14950
14996,15039
15076,15147
15149,15279
15381,15575
15617,15736
15882,16004
16056,16153
16216,16228
16023,15700
15225,14909
14642,14638
14532,14663
14765,15202
15236,15257
15220,15266
15253,15379
15422,15567
15596,15799
15850,16079
16110,16347
16354,16563
16545,16618
16259,15899
15512,15310
15008,15116
15041,15266
15270,15633
15606,15750
15660,15841
15693,15805
15790,15993
15948,16137
16116,16281
16242,16427
16324,16347
16182,16004
15493,15257
14891,14887
14688,14867
14851,15285
15278,15445
15379,15515
15393,15620
15625,15808
15712,15974
15960,16164
16095,16339
16254,16399
16299,16336
15877,15451
14952,14773
14422,14533
14425,14671
14652,14934
14898,15119
14982,15127
15027,15183
15150,15360
15310,15451
15480,15658
15617,15816
15773,15866
15718,15528
15057,14826
14435,14444
14262,14381
14325,14671
14694,14945
14921,14984
14910,15147
15119,15315
15347,15586
15550,15772
15770,15974
15911,16051
15981,15982
15729,15379
14920,14652
14356,14403
14256,14381
14426,14594
14591,14674
14623,14729
14684,14784
14833,14964
14981,15091
15179,15238
15266,15407
15392,15418
15423,15246
14806,14461
14155,14077
13888,13841
13926,14038
14161,14251
14344,14284
14266,14359
14428,14469
14574,14619
14729,14801
14890,14975
15047,15058
15183,15102
14928,14469
14184,13847
13727,13728
13696,13695
13856,13952
14055,14082
14117,14079
14182,14182
14311,14336
14466,14433
14609,14544
14699,14715
14847,14809
14925,14624
14361,13930
13750,13543
13537,13468
13617,13728
13903,13916
14063,13944
14029,14057
14230,14262
14477,14491
14666,14762
14905,14917
15035,15014
15154,15072
15012,14585
14368,13969
13852,13689
13742,13756
13915,13980
14130,14013
14147,14099
14189,14071
14314,14273
14451,14419
14635,14560
14726,14696
14883,14787
14908,14588
14376,13853
13709,13465
13484,13371
13578,13601
13849,13830
14005,13861
14021,13980
14188,14176
14368,14331
14554,14486
14736,14776
14933,14834
15083,14959
14879,14339
14135,13714
13651,13523
13593,13568
13783,13830
14028,13949
14079,14030
14153,14104
14351,14356
14525,14491
14748,14657
14811,14826
14976,14901
15030,14710
14467,13919
13799,13590
13575,13427
13650,13692
13934,13960
14143,14077
14158,14101
14304,14320
14486,14483
14669,14668
14872,14862
15028,14961
15127,14942
14943,14572
14342,13994
13911,13789
13841,13902
14074,14187
14322,14220
14303,14265
14348,14248
14431,14395
14551,14538
14689,14602
14782,14740
14916,14856
14925,14632
14409,13847
