red,ir
15060,14145
15057,14299
15222,14685
15593,15084
15789,15110
15939,15348
15994,15489
16144,15483
16067,15599
16217,15573
16291,15631
16337,15740
16416,15798
16468,15792
16551,15657
16080,14730
15277,14074
14812,14209
14947,14383
15195,14743
15458,15155
15715,15303
15893,15444
16058,15605
16144,15702
16297,15695
16211,15850
16380,15953
16432,15940
16468,16043
16591,16101
16585,15580
15966,14711
15054,14196
14821,14061
14644,14235
14889,14511
15186,14788
15329,15033
15513,15213
15749,15489
15954,15721
16089,15637
16171,15702
16070,15792
16312,15830
16190,15850
16346,15914
16263,15322
15458,14241
14631,14203
14622,14145
14788,14602
15029,14968
15449,15193
15504,15399
15703,15534
15850,15702
16025,15869
16132,15998
16199,15811
16263,16056
16263,16030
16398,16068
16352,15998
16080,15071
14904,14164
14255,13977
14243,14248
14417,14383
14791,14962
15045,15174
15388,15412
15476,15554
15660,15740
15807,15830
15865,15940
16006,16030
16061,15882
16129,16004
16126,16023
16297,15921
15865,14840
14466,13900
13756,13675
13636,13784
13845,14138
14135,14409
14570,14865
14797,15058
15085,15296
15192,15502
15375,15676
15513,15734
15584,15888
15752,16049
15868,15959
15930,16120
16034,16094
15936,15309
14849,14293
13964,13971
13829,14080
13866,14209
14151,14595
14558,14910
14815,15136
14987,15264
15241,15380
15232,15580
15385,15663
15455,15644
15492,15727
15590,15798
15639,15747
15792,15818
15709,15271
14944,13913
13618,13675
13508,13636
13560,13855
13826,14370
14224,14666
14442,14672
14644,14910
14760,14962
14938,15084
14974,15341
15167,15412
15305,15419
15385,15618
15470,15676
15553,15560
15406,14852
14267,13495
13345,13360
13208,13373
13309,13553
13575,13952
13909,14280
14175,14454
14322,14569
14540,14865
14742,14872
14840,15026
14855,15129
15066,15174
15075,15168
15170,15316
15274,15136
14904,13971
13557,13128
13015,13000
13021,13051
13000,13360
13385,13772
13774,14074
13909,14293
14108,14434
14331,14557
14448,14762
14616,14795
14778,14930
14785,15091
15039,15309
15130,15316
15170,15045
14641,13823
13388,13238
13122,13482
13248,13624
13520,14016
13826,14466
14292,14717
14380,14923
14644,15071
14882,15354
15017,15444
15155,15650
15232,15451
15372,15586
15385,15637
15550,15547
15143,14505
13930,13636
13407,13546
13391,13688
13575,14080
13970,14370
14319,14698
14460,14833
14751,15000
14754,15200
14950,15264
15121,15335
15179,15457
15317,15567
15431,15483
15516,15605
15320,14595
14071,13424
13183,13379
13189,13469
13333,13733
13590,14254
14037,14640
14371,14782
14604,15155
14864,15161
15060,15419
15121,15612
15336,15689
15375,15695
15525,15921
15663,16011
15749,15740
15225,14383
13658,13553
13248,13469
13085,13675
13263,13900
13630,14370
14044,14750
14350,14898
14552,15091
14791,15406
15011,15457
15207,15670
15247,15727
15455,15869
15452,15985
15642,16081
15645,15618
14904,14306
13765,14106
13569,14029
13676,14261
13866,14685
14411,15129
14653,15335
14870,15586
15097,15715
15271,15830
15412,15991
15565,15985
15740,16274
15773,16326
15923,16339
15908,16403
