red,ir
15900,16199
15864,15813
15140,15199
14452,14823
14092,14576
13844,14444
13860,14578
14076,14664
14269,14795
14360,14823
14482,14925
14614,15024
14794,15172
14976,15300
15177,15433
15311,15592
15558,15693
15665,15815
15679,15504
14940,14925
14348,14565
13963,14433
13856,14422
13976,14675
14294,14823
14469,14949
14594,15033
14734,15161
14912,15278
15044,15318
15178,15468
15398,15647
15586,15771
15740,15870
15887,15815
15589,15214
14718,14660
14176,14366
13909,14172
13793,14192
13990,14479
14355,14790
14548,14854
14693,15066
14937,15247
15200,15519
15410,15570
15598,15738
15770,15863
15999,16087
16197,16250
16387,16193
15849,15574
15078,15194
14721,15086
14586,14949
14563,15099
14830,15261
14976,15345
15086,15422
15204,15559
15399,15680
15599,15830
15791,15992
15996,16137
16196,16316
16414,16466
16612,16563
16426,15983
15510,15384
14965,15190
14769,15141
14774,15241
15010,15481
15258,15643
15422,15716
15511,15810
15625,15826
15748,15941
15911,16003
16109,16239
16299,16274
16457,16387
16617,16446
16571,16104
15726,15382
14965,15024
14631,14852
14501,14832
14569,15029
14899,15192
15011,15285
15200,15406
15328,15605
15561,15709
15714,15894
15964,16036
16137,16221
16353,16301
16516,16451
16694,16424
16286,15749
15294,15128
14751,14865
14501,14764
14442,14801
14638,15027
14901,15172
15035,15296
15194,15440
15419,15636
15651,15822
15874,15998
16120,16219
16342,16376
16566,16581
16768,16652
16856,16475
16162,15691
15288,15298
14923,15186
14846,15228
14854,15241
15117,15404
15309,15530
15493,15667
15599,15713
15764,15846
15918,16003
16160,16164
16302,16307
16557,16453
16748,16685
17000,16749
16733,16140
15755,15373
14989,15035
14726,14852
14590,14852
14753,15049
14993,15192
15107,15263
15242,15345
15390,15493
15555,15523
15691,15658
15865,15822
16043,15950
16237,16075
16414,16166
16206,15568
15285,14903
14689,14671
14518,14620
14511,14726
14738,14949
14981,15099
15111,15197
15264,15391
15471,15581
15726,15795
15935,15892
16139,16100
16357,16230
16597,16504
16726,16257
15999,15413
14976,14815
14518,14614
14313,14481
14333,14561
14490,14667
14582,14547
14482,14459
14593,14587
14749,14755
14963,14872
15137,15117
15377,15190
15505,15298
15579,15031
14794,14247
13966,13759
13617,13596
13501,13587
13633,13819
13926,14031
14117,14137
14211,14225
14361,14318
14509,14464
14705,14605
14904,14823
15168,15082
15431,15150
15215,14439
14194,13563
13497,13205
13223,13000
13093,13008
13272,13229
13569,13454
13725,13532
13909,13797
14130,13956
14387,14227
14606,14428
14871,14717
15087,14742
15214,14669
14754,13931
13888,13406
13419,13200
13313,13117
13320,13366
13658,13505
13762,13593
13880,13730
14002,13799
14197,13934
14402,14163
14626,14327
14858,14614
15128,14764
15150,14404
14453,13724
13784,13359
13472,13211
13365,13154
13479,13317
13665,13280
13642,13229
13682,13271
13805,13417
14022,13576
14217,13748
14460,13898
14660,14070
14902,14218
14901,13903
14273,13326
13748,13086
13597,13068
13630,13183
13891,13470
14143,13578
14275,13728
14417,13803
14633,14037
