red,ir
14407,14431
14432,14521
14388,14657
14629,14747
14797,14984
14979,15198
15234,15581
15449,15480
15683,15547
15741,15818
15405,14803
14071,13394
13069,13000
13000,13236
13320,13473
13761,13924
13995,14059
14232,14262
14305,14476
14388,14476
14607,14758
14673,15017
15041,15198
15289,15310
15435,15525
15672,15987
15923,16077
16065,15682
14895,14206
13678,13360
13280,13372
13462,13563
13940,14217
14286,14476
14505,14510
14447,14431
14348,14442
14483,14826
14742,14781
15056,15029
15096,15333
15333,15525
15551,15671
15755,15852
15981,15773
15256,14397
14002,13270
13284,13033
13236,13417
13688,13913
14133,14048
14429,14183
14268,14228
14305,14161
14414,14251
14542,14578
14775,14938
15019,14905
15325,15198
15351,15322
15555,15682
15755,15773
15806,15141
14720,13744
13371,13033
13069,13056
13174,13281
13524,13710
13962,14161
14181,13901
14213,14070
14071,14228
14294,14318
14512,14431
14676,14634
14961,15062
15209,15254
15500,15310
15529,15660
15745,15728
15340,14442
13991,13202
13251,13090
13262,13338
13729,13800
14093,14194
14348,14431
14418,14431
14469,14251
14578,14499
14691,14860
14994,15085
15194,15232
15460,15423
15701,15885
15854,15998
16164,15987
15898,14950
14531,13924
13729,13653
13710,13732
14170,14330
14490,14814
14913,14972
14917,14803
14851,14803
14921,15108
15132,15186
15431,15322
15544,15671
15796,15964
16036,16077
16237,16145
16448,16449
16415,15885
15409,14499
14316,13913
14086,14217
14425,14690
14939,14984
15274,15062
15227,15198
15198,15220
15238,15322
15409,15344
15646,15705
15858,15840
16098,16111
16237,16133
16368,16551
16601,16742
16660,15885
15672,14769
14363,14217
14075,14149
14275,14465
14611,14702
14961,15243
15114,15006
15150,14984
15030,14984
15227,15423
15442,15682
15628,15660
15905,15931
15960,16257
16215,16303
16390,16618
16339,15942
15340,14792
14268,14104
14042,14161
14111,14499
14578,14961
14917,15175
15052,14972
15085,15096
14979,15322
15187,15423
15460,15649
15580,15818
15854,16370
16105,16224
16335,16460
16364,16810
16350,16190
15318,14803
14319,14228
14115,14465
14385,14747
14873,15220
15154,15310
15147,15446
15143,15491
15245,15367
15446,15682
15493,15998
15763,16055
16003,16212
16233,16483
16397,16708
16536,16832
16685,16336
15675,15085
14563,14589
14290,14544
14505,14826
14972,15333
15201,15626
15380,15423
15296,15367
15241,15333
15362,15682
15595,15773
15905,16009
15923,16111
16120,16427
16306,16742
16444,16449
16689,16381
15770,15186
14655,14206
14075,14037
14181,14352
14589,14803
14957,15153
15169,15051
15041,15006
14983,15062
15121,15389
15395,15333
15599,15604
15683,15953
15923,16043
16138,16235
16251,16359
16426,16314
16076,15333
14830,14138
13831,13642
13681,13901
14038,14217
14410,14465
14724,14690
14647,14747
14647,14634
14702,14623
14881,14961
15103,15310
15380,15434
15672,15649
15672,15840
15909,15987
16091,16100
16211,15806
15489,14589
14075,13507
13572,13372
13550,13608
13871,14161
14334,14634
14571,14330
14578,14420
14483,14612
14669,14803
14902,14938
15169,15220
15438,15457
15657,15852
