red,ir
13267,14106
13563,14388
13965,14886
14684,15315
14989,15518
15124,15470
15017,15449
15059,15470
15208,15676
15436,15844
15651,15992
15877,16219
16077,16298
16236,16494
16285,16099
15162,14638
13591,13996
13259,14023
13394,14199
13730,14573
14250,15020
14826,15418
15183,15514
15292,15556
15304,15597
15380,15666
15509,15848
15721,15992
15926,16205
16136,16294
16299,16477
16437,16432
16271,15862
14700,14295
13478,13927
13315,13951
13542,14230
13929,14583
14539,15099
14944,15308
15087,15329
15005,15212
15064,15350
15176,15466
15460,15703
15649,15916
15959,16095
16085,16246
16294,16349
16278,16140
15432,14638
13560,13834
13141,13714
13161,13886
13511,14195
13926,14686
14604,15137
14993,15301
15141,15339
15161,15363
15245,15460
15394,15604
15593,15817
15844,15978
16026,16167
16203,16274
16322,16384
16226,15776
14882,14309
13465,13707
13150,13652
13154,13745
13309,13924
13770,14473
14486,14951
14937,15185
15033,15181
15005,15226
15021,15226
15191,15435
15430,15594
15637,15786
15800,15813
15900,15947
16042,16009
16085,15738
14947,14164
13408,13639
13099,13573
13327,13913
13737,14322
14395,14889
14926,15192
15259,15353
15227,15257
15196,15126
15012,15137
15183,15257
15296,15425
15543,15604
15670,15741
15863,15817
15933,15920
15921,15415
14443,13979
13211,13487
13000,13535
13238,13814
13627,14254
14294,14786
14828,15133
15131,15198
15162,15219
15199,15233
15285,15319
15481,15539
15719,15683
15916,15930
16140,16030
16266,16160
16376,16191
16187,15463
14532,13896
13313,13494
13185,13621
13478,13937
13984,14511
14669,14972
15161,15336
15418,15329
15495,15377
15509,15360
15627,15532
15784,15624
15998,15886
16187,15989
16360,16136
16459,16174
16576,16236
16357,15487
14753,14061
13562,13694
13576,13920
13954,14353
14600,14817
15091,15243
15544,15415
15635,15456
15712,15422
15655,15549
15828,15638
15907,15789
16156,15916
16276,16047
16467,16181
16523,16233
16329,15418
14683,13951
13490,13580
13383,13711
13740,14034
14224,14539
14835,14989
15271,15195
15423,15240
15450,15209
15458,15343
15585,15418
15763,15628
15987,15758
16175,15920
16329,15992
16443,16033
16073,14996
14234,13659
13362,13405
13357,13584
13690,13937
14231,14425
14823,14865
15226,15051
15397,15154
15425,15119
15448,15233
15574,15277
15774,15518
15959,15594
16147,15807
16308,15837
16418,15855
15849,14570
13952,13467
13241,13247
13309,13491
13618,13817
14173,14346
14733,14711
15117,14896
15183,14924
15234,14882
15194,14961
15395,15082
15506,15288
15789,15411
15933,15652
16210,15745
16264,15782
16015,14893
14162,13491
13169,13120
13054,13264
13362,13539
13810,13999
14458,14498
14945,14741
15131,14858
15182,14831
15229,14941
15360,15058
15539,15271
15782,15394
15970,15590
16163,15717
16299,15789
16371,15556
15537,14147
13711,13298
13262,13213
13394,13522
13770,13786
14306,14336
14858,14607
15117,14738
15141,14676
15131,14769
15192,14838
15380,15027
15579,15137
15837,15398
16033,15494
16184,15604
16159,15350
15436,14006
13569,13120
13141,13000
13136,13116
13173,13079
13203,13333
13679,13663
14059,14010
