red,ir
16754,16316
16492,15997
16229,15666
16234,15793
16268,15742
16337,15921
16445,15742
16466,16010
16518,15959
16642,16189
16763,16163
16931,16457
16909,16367
17000,16431
16767,15781
16307,15525
15872,14683
15554,14594
15292,14224
15343,14556
15322,14377
15451,14518
15442,14620
15640,14709
15606,14709
15864,15028
15855,15143
16161,15398
16105,15449
16358,15334
15898,14824
15515,13765
14861,13663
14762,13369
14375,13382
14457,13255
14435,13408
14625,13331
14569,13561
14775,13778
14874,13944
15081,14084
15137,14237
15365,14313
15468,14543
15666,14581
15433,14033
14922,13727
14607,13306
14328,13063
14190,13000
14177,13204
14328,13153
14384,13523
14625,13548
14775,14007
14943,14224
15150,14658
15408,14798
15575,15066
15799,15232
15937,15525
15885,15092
15446,14811
15008,14148
14655,14020
14547,13867
14629,13854
14706,14033
14827,14186
15003,14543
15167,14632
15339,15015
15459,15143
15627,15525
15782,15462
15885,16074
16053,15742
15868,15576
15378,14760
14913,14620
14586,13892
14328,14020
14285,13841
14367,14173
14478,14160
14577,14543
14767,14479
14965,15079
15145,15079
15313,15487
15459,15449
15640,15934
15829,15844
15808,15691
15287,15015
14844,14632
14504,14148
14341,14275
14220,14275
14401,14326
14367,14467
14668,14683
14689,14862
14977,15028
14990,15245
15304,15436
15347,15742
15627,15908
15627,16265
15911,15959
15425,15717
15076,14977
14638,14951
14465,14505
14173,14518
14354,14620
14323,14811
14573,14849
14573,15079
14797,15309
14926,15589
15150,15691
15369,15985
15545,16253
15713,16431
15877,16520
15773,16036
15231,15704
14866,15104
14496,14977
14302,14709
14250,14837
14358,14849
14474,15053
14612,15245
14792,15436
14965,15576
15098,15883
15352,15997
15455,16316
15683,16418
15791,16546
15601,16061
15111,15538
14724,15015
14375,14530
14113,14569
14143,14556
14259,14709
14375,14773
14543,15066
14625,15053
14792,15423
14922,15398
15132,15768
15292,15653
15524,16202
15692,16074
15580,15959
15038,15155
14655,14875
14246,14339
14091,14301
14074,14211
14216,14722
14319,14658
14582,14977
14663,15155
14883,15525
14982,15678
15279,15895
15365,16214
15683,16495
15769,16686
15937,16367
15317,15793
15033,15155
14496,14913
14328,14620
14091,14722
14367,14798
14345,15155
14715,15283
14724,15576
15059,15717
15085,16112
15438,16227
15446,16482
15765,16712
15825,16890
15924,16610
15395,16150
14956,15423
14491,14888
14173,14734
14091,14607
14130,14760
14263,14671
14379,14926
14478,14888
14547,15143
14728,15270
14887,15513
15046,15564
15193,15959
15390,15997
15382,15985
14969,15206
14388,14849
14022,14224
13713,14122
13596,13790
13678,13931
13734,13944
13829,14007
13975,14275
14164,14428
14285,14505
14508,14760
14659,14926
14831,15168
15029,15538
15141,15360
14943,15092
14435,14416
13997,14275
13704,13727
13502,13714
13571,13625
13691,13918
13859,13841
14027,14275
14216,14403
14448,14747
14556,14990
14874,15449
15076,15538
15339,16036
15507,16150
15627,16048
15145,15551
14706,15092
14242,14530
14074,14250
13902,14403
14138,14377
14134,14645
14435,14785
14465,15079
