red,ir
16613,16641
16595,16727
16703,16734
16708,16788
16774,16849
16829,16881
16851,16924
16917,16974
16983,16938
17000,17000
16962,16777
16662,16526
16414,16292
16332,16350
16229,16238
16197,16220
16188,16332
16327,16353
16264,16375
16300,16353
16320,16364
16379,16400
16418,16396
16445,16529
16500,16511
16536,16565
16593,16601
16622,16551
16645,16518
16489,16246
16205,16002
15932,15815
15858,15653
15671,15617
15647,15603
15677,15689
15765,15660
15743,15625
15716,15549
15735,15603
15790,15657
15826,15689
15868,15757
15910,15815
15976,15775
16020,15897
16077,15818
16141,15894
16067,15632
15748,15337
15429,15158
15328,14917
15089,14828
15057,14871
15117,14939
15192,14986
15192,14928
15202,14982
15244,14964
15323,15065
15374,15151
15458,15126
15509,15248
15554,15226
15623,15298
15652,15294
15703,15298
15542,15047
15242,14806
14940,14731
14863,14551
14706,14393
14596,14390
14674,14465
14719,14512
14728,14476
14765,14483
14831,14641
14925,14627
15004,14774
15067,14698
15107,14820
15173,14853
15259,14946
15279,14950
15359,14889
15036,14591
14728,14347
14532,14207
14391,14117
14286,14049
14254,14113
14355,14135
14387,14174
14423,14250
14504,14260
14574,14408
14694,14404
14787,14562
14843,14583
14930,14680
14950,14709
15099,14763
15126,14863
15178,14731
14880,14472
14551,14242
14377,14099
14202,14077
14151,13995
14154,14038
14269,14160
14326,14120
14357,14210
14429,14224
14541,14408
14605,14415
14721,14515
14735,14605
14870,14673
14878,14727
14994,14788
15053,14824
15084,14727
14809,14390
14423,14242
14262,14113
14143,14067
14067,13984
14084,14020
14166,14142
14225,14095
14256,14242
14320,14210
14439,14357
14531,14443
14640,14540
14642,14580
14757,14587
14768,14680
14873,14745
14949,14756
14908,14627
14591,14336
14271,14260
14203,14167
14141,14106
14141,14232
14242,14307
14355,14426
14394,14379
14492,14530
14544,14601
14699,14698
14730,14813
14883,14881
14891,14964
14988,15004
15067,15032
15128,15154
15185,15029
14890,14691
14556,14573
14412,14490
14380,14508
14328,14429
14423,14594
14504,14605
14564,14695
14561,14713
14701,14774
14741,14899
14863,14975
14895,15050
14976,15068
15038,15122
15082,15262
15192,15273
15214,15126
14910,14795
14505,14487
14326,14476
14257,14350
14207,14375
14190,14454
14372,14566
14330,14562
14441,14612
14443,14691
14574,14720
14625,14871
14735,14914
14810,14953
14846,15021
14949,15075
15018,15215
15079,15075
14846,14745
14433,14601
14262,14461
14207,14461
14126,14400
14180,14454
14219,14551
14330,14587
14291,14706
14414,14777
14482,14867
14593,14968
14703,15004
14751,15082
14831,15144
14890,15258
14999,15284
15094,15355
15080,15222
14724,14838
14386,14720
14227,14594
14165,14566
14072,14548
14188,14630
14205,14716
14262,14716
14283,14785
14379,14903
14498,14960
14574,15068
14672,15122
14733,15187
14821,15255
14900,15269
14984,15406
15067,15370
14918,15082
14475,14788
14246,14727
14106,14645
14050,14583
13989,14645
14160,14662
14122,14738
14183,14759
14234,14817
14321,14932
14419,14986
14487,15029
14578,15090
14644,15118
14691,15258
