red,ir
14470,14113
14518,14146
14482,13966
14060,13540
13452,13216
13197,13028
13018,13000
13140,13148
13349,13301
13551,13415
13661,13553
13764,13666
13934,13786
14031,13883
14119,13913
14213,14011
14337,14123
14420,14128
14152,13826
13719,13640
13543,13666
13661,13798
13808,14025
14079,14190
14314,14356
14385,14406
14429,14421
14463,14356
14463,14408
14519,14430
14651,14500
14742,14568
14684,14340
14166,13913
13735,13720
13552,13638
13555,13663
13654,13726
13738,13843
13924,13926
13931,13933
14003,14041
14144,14136
14262,14196
14340,14308
14486,14381
14538,14251
14136,13911
13732,13716
13561,13785
13651,13866
13815,14026
14052,14248
14253,14341
14328,14361
14374,14410
14398,14460
14468,14523
14574,14590
14627,14591
14624,14465
14305,14023
13732,13716
13442,13568
13407,13543
13437,13671
13652,13726
13741,13790
13819,13855
13812,13798
13847,13868
13951,13921
14000,13935
14120,14058
14200,14111
14121,13863
13678,13553
13345,13455
13271,13376
13285,13465
13493,13716
13745,13826
13905,13918
13918,13953
13976,14023
14092,14101
14214,14206
14309,14278
14460,14408
14580,14485
14435,14161
13929,13723
13498,13636
13448,13581
13503,13796
13828,14036
14090,14185
14229,14198
14261,14260
14288,14316
14408,14386
14481,14481
14604,14563
14756,14718
14927,14871
15002,14735
14586,14336
14151,14160
14020,14151
14061,14200
14221,14468
14517,14590
14640,14686
14733,14840
14864,14936
14975,14988
15091,15120
15203,15225
15359,15323
15430,15391
15562,15456
15623,15411
15375,15145
14872,14881
14605,14755
14624,14851
14783,15043
15051,15210
15182,15291
15208,15266
15205,15255
15231,15276
15298,15355
15401,15378
15528,15458
15608,15550
15840,15786
15991,15698
15551,15326
15072,15111
14950,15108
15036,15253
15242,15380
15457,15546
15580,15620
15673,15671
15718,15773
15880,15900
15986,15936
16080,15971
16163,16123
16349,16221
16462,16198
16094,15753
15469,15376
15118,15245
15051,15266
15150,15395
15402,15548
15569,15621
15624,15636
15640,15626
15657,15726
15821,15826
15914,15903
16013,16026
16193,16133
16372,16291
16454,16181
16012,15650
15385,15358
15085,15293
15112,15355
15272,15545
15567,15766
15755,15843
15812,15855
15821,15880
15866,15905
15975,15998
16105,16175
16290,16275
16382,16325
16496,16398
16592,16438
16424,16056
15750,15615
15324,15495
15300,15500
15375,15633
15623,15801
15860,15966
16017,16093
16107,16140
16175,16158
16280,16256
16410,16395
16623,16550
16731,16603
16806,16620
16901,16715
17000,16728
16767,16403
16074,15876
15610,15745
15561,15845
15795,16036
16039,16236
16262,16370
16321,16310
16175,16203
16142,16213
16200,16240
16276,16310
16323,16253
16314,16220
16331,16260
16356,16146
16021,15766
15412,15368
15142,15393
15201,15413
15346,15601
15561,15741
15745,15828
15764,15885
15830,15946
15936,16031
16033,16111
16138,16211
16226,16188
16361,16413
16555,16495
16540,16308
16061,15928
15489,15608
15241,15508
15229,15580
15420,15798
15709,15946
15915,16091
15966,16091
15972,16075
16009,16166
16149,16320
16314,16443
16480,16506
16578,16566
16683,16665
