red,ir
15879,16271
16051,16377
16118,16370
16142,16323
16075,16344
16123,16357
16199,16424
16324,16576
16467,16633
16524,16545
16248,16121
15701,15772
15426,15635
15258,15674
15414,15803
15555,15865
15629,15932
15669,15894
15703,15899
15747,15976
15853,15992
15922,16077
15956,16085
16025,16010
15771,15692
15330,15438
15103,15376
15103,15428
15244,15601
15418,15627
15507,15682
15541,15832
15718,15883
15781,15979
15957,16176
16176,16302
16391,16514
16595,16553
16351,16150
15917,15876
15602,15777
15626,15829
15707,15932
15835,16026
15882,15963
15880,16000
15930,16098
16030,16124
16116,16188
16152,16227
16220,16139
16077,15852
15622,15529
15279,15356
15160,15270
15103,15275
15143,15260
15204,15319
15222,15330
15254,15273
15244,15343
15386,15493
15521,15511
15649,15625
15777,15741
15687,15379
15293,15172
15104,15229
15254,15294
15328,15438
15505,15570
15602,15619
15671,15700
15765,15780
15843,15741
15940,15878
16072,16031
16304,16090
16217,15927
15905,15669
15664,15563
15625,15645
15775,15813
15939,15855
16088,15997
16152,15997
16169,15945
16077,15894
16089,15901
16162,15938
16175,15987
16216,15873
15856,15413
15410,15275
15249,15242
15279,15283
15370,15498
15589,15578
15687,15614
15667,15599
15734,15682
15792,15651
15849,15684
15868,15697
15920,15570
15556,15244
15087,14919
14846,14908
14775,14906
14837,15007
15009,15128
15153,15185
15157,15200
15244,15226
15305,15356
15453,15462
15579,15534
15659,15490
15461,15123
14962,14797
14719,14758
14566,14608
14519,14613
14587,14712
14696,14781
14709,14769
14779,14913
14935,15017
15097,15063
15211,15180
15249,15149
15224,14893
14736,14518
14384,14432
14289,14365
14181,14231
14172,14321
14297,14440
14466,14590
14478,14600
14552,14520
14492,14505
14527,14531
14608,14551
14640,14518
14510,14238
14043,13892
13770,13856
13638,13825
13734,13941
13872,14099
13992,14117
13982,14088
14009,14122
14048,14184
14109,14179
14219,14311
14266,14386
14381,14334
14090,13998
13720,13812
13520,13742
13530,13770
13667,13962
13899,14117
14124,14293
14156,14192
14141,14112
14077,14179
14175,14197
14222,14158
14237,14181
14316,14158
14055,13721
13673,13659
13542,13695
13690,13814
13825,13964
14041,14127
14165,14244
14306,14378
14473,14471
14567,14417
14628,14520
14705,14629
14888,14624
14854,14644
14742,14481
14480,14342
14384,14368
14426,14450
14611,14621
14874,14807
14905,14807
15002,14911
15016,14900
15075,14986
15158,15022
15218,15035
15227,15043
15163,14745
14763,14438
14361,14321
14313,14267
14289,14352
14398,14438
14470,14422
14540,14531
14645,14585
14675,14510
14777,14668
14878,14807
15040,14919
15148,14893
14868,14507
14409,14215
14169,14125
14091,14163
14183,14300
14466,14595
14634,14745
14796,14800
14826,14753
14836,14748
14870,14815
15009,14900
15093,14919
14927,14510
14455,14205
14092,14060
14013,13995
13955,13936
13905,13941
13942,13923
13999,13995
14108,14050
14193,14114
14300,14052
14256,14104
14365,14122
14291,13871
13857,13442
13346,13116
13079,13000
13000,13028
13034,13018
13135,13129
13150,13150
13169,13193
