red,ir
13560,13539
13625,13779
13542,13572
13619,13663
13548,13597
13655,13738
13590,13622
13708,13730
13607,13572
13738,13738
13690,13638
13773,13796
13738,13755
13874,13763
13690,13896
13980,13804
13744,13921
14016,13896
13767,14012
13915,14037
13755,14062
13915,14028
13678,14062
13874,13954
13672,14037
13732,13987
13726,13995
13732,13921
13601,14095
13761,13945
13649,13921
13708,13945
13714,13912
13678,13921
13732,13896
13744,13937
13803,13962
13761,14062
13832,14012
13791,14153
13862,14070
13803,14145
13903,14211
13927,14228
13868,14053
13785,14128
13838,13979
13779,13937
13749,13929
13749,13921
13714,13954
13596,13771
13625,13929
13672,13746
13519,13854
13619,13655
13519,13788
13536,13497
13530,13531
13382,13323
13382,13373
13240,13182
13276,13248
13175,13107
13217,13024
13033,13033
13057,13000
13015,13008
13104,13082
13080,13107
13169,13174
13075,13381
13453,13580
13453,13713
13744,13763
13459,13804
13714,13697
13601,13854
13809,13970
13696,14203
14099,14443
14176,14767
14632,15091
14655,15223
14780,15190
14614,15190
14691,15149
14679,15132
14732,15032
14578,14966
14560,14999
14566,14966
14525,14925
14632,14933
14673,14999
14626,14925
14566,14991
14708,14949
14649,15049
14762,15016
14720,15149
14768,15024
14762,15165
14862,15198
14892,15240
15040,15298
14916,15364
15058,15597
15212,15804
15431,15779
15437,15945
15662,16012
15685,16045
15715,15895
15614,15779
15543,15804
15561,15854
15756,16036
15798,16028
15863,16053
15821,15937
15892,16036
15715,15812
15685,15854
15638,15763
15620,15887
15774,15738
15869,15912
15863,15746
15934,15821
15756,15655
15851,15663
15602,15505
15750,15680
15614,15456
15620,15422
15401,15273
15502,15373
15330,15364
15567,15364
15324,15339
15490,15323
15330,15339
15460,15265
15206,15256
15336,15273
15147,15182
15224,15140
15099,15165
15164,15016
15117,14974
15070,14983
15105,14775
14945,14833
14969,14833
14898,14817
14892,14742
14756,14701
14774,14584
14602,14618
14685,14518
14714,14526
14750,14510
14738,14427
14797,14510
14738,14477
14821,14692
14827,14460
14756,14485
14791,14385
14726,14576
14791,14410
14774,14584
14856,14427
14951,14551
14957,14551
15147,14725
15076,14501
15064,14568
15064,14576
15034,14609
14975,14518
15081,14601
14993,14551
15182,14609
15052,14601
15229,14833
15158,14858
15460,14825
15247,14833
15520,14850
15466,15099
15744,15099
15650,15265
16076,15514
16052,15729
16295,15746
16183,15920
16342,15904
16254,16061
16508,16128
16449,16227
16686,16443
16751,16634
16940,16592
16852,16742
17000,16742
16852,16758
16875,16700
16834,16675
16840,16808
16822,16734
16751,16742
16822,16700
16751,16709
16798,16692
16775,16642
16786,16692
16727,16659
16704,16675
16662,16684
16704,16700
16739,16684
16775,16642
16662,16667
16757,16601
16727,16634
16840,16717
16775,16576
16745,16551
16721,16576
16757,16692
16775,16526
16798,16675
16733,16551
16757,16642
16674,16468
16769,16642
16733,16468
16715,16675
16698,16460
16739,16684
16810,16460
16804,16568
16715,16377
16727,16534
16733,16385
16775,16509
16751,16493
16893,16601
