red,ir
14955,14881
15052,15014
15166,15048
15214,15094
15257,15205
15338,15142
15298,15144
15323,15170
15384,15244
15450,15239
15503,15328
15564,15370
15631,15428
15682,15506
15778,15552
15799,15396
15478,15083
15085,14844
14872,14721
14799,14699
14747,14719
14844,14862
14945,14949
15002,14953
15046,15005
15112,15105
15251,15268
15400,15374
15568,15630
15733,15708
15874,15847
15942,15906
15993,15914
16076,15982
16129,16069
16218,16086
16132,15797
15734,15554
15464,15441
15382,15376
15288,15389
15343,15504
15516,15667
15662,15760
15750,15862
15804,15852
15878,15990
15986,16092
16131,16168
16168,16264
16257,16312
16343,16388
16414,16440
16484,16542
16552,16500
16583,16529
16516,16264
16129,15912
15690,15654
15487,15558
15411,15541
15384,15608
15519,15791
15663,15806
15743,15914
15794,15954
15855,15973
15876,16016
15956,16066
16008,16086
16081,16134
16155,16247
16270,16316
16346,16349
16374,16416
16448,16466
16530,16414
16303,16095
15851,15750
15548,15608
15420,15604
15383,15530
15427,15687
15539,15765
15650,15806
15658,15828
15731,15941
15831,15960
15885,16023
15964,16147
16077,16173
16138,16223
16195,16327
16302,16370
16328,16416
16374,16444
16408,16366
16336,16114
15925,15745
15496,15487
15302,15394
15216,15381
15277,15480
15385,15613
15503,15674
15556,15680
15583,15713
15665,15802
15735,15815
15827,15930
15864,15958
15927,15982
15956,15995
16012,16060
16087,16118
16156,16129
16163,16145
16164,15969
15887,15650
15455,15407
15248,15328
15146,15289
15130,15341
15221,15437
15362,15522
15425,15576
15453,15576
15500,15569
15521,15687
15632,15739
15693,15767
15733,15806
15797,15852
15851,15893
15905,15967
15994,15988
16046,16043
16074,15973
15847,15565
15285,15168
14945,15035
14799,14951
14720,14918
14790,15079
14927,15163
15023,15174
14993,15209
15051,15218
15119,15283
15190,15367
15276,15446
15347,15407
15329,15339
15318,15283
15304,15255
15310,15283
15324,15155
15250,15092
15115,14847
14676,14452
14326,14245
14151,14159
13990,14037
13992,14119
14065,14226
14159,14243
14161,14237
14167,14319
14236,14432
14346,14486
14442,14610
14505,14625
14576,14662
14579,14669
14605,14658
14613,14664
14645,14643
14620,14528
14357,14137
13932,13907
13679,13764
13558,13638
13415,13622
13425,13681
13561,13800
13636,13839
13718,13926
13769,13909
13816,13983
13900,14030
13984,14050
13992,14104
14067,14154
14143,14200
14171,14219
14225,14250
14266,14245
14316,14163
14050,13792
13652,13516
13383,13405
13267,13312
13218,13293
13251,13353
13372,13447
13464,13418
13536,13477
13563,13531
13668,13592
13729,13677
13809,13703
13897,13794
13977,13870
14075,13946
14144,13957
14263,14067
14331,14130
14387,13998
14079,13683
13704,13449
13546,13353
13428,13275
13384,13293
13433,13310
13568,13427
13627,13455
13678,13470
13655,13484
13717,13481
13741,13518
13776,13533
13802,13599
13847,13588
13906,13666
13931,13705
14004,13796
14054,13894
14058,13757
13756,13431
13390,13214
13189,13119
13060,13000
13000,13043
13020,13132
13180,13234
13227,13321
13313,13414
13421,13479
13470,13557
