red,ir
14621,14925
14760,15028
14860,14932
14919,14956
15027,15086
15195,15232
15383,15400
15559,15638
15769,15765
15959,15864
15710,15120
14696,14231
14051,14177
14118,14388
14306,14630
14645,14913
14917,15117
14991,15059
15021,15197
15130,15266
15332,15281
15399,15477
15696,15623
15884,15742
16043,15849
16008,15508
15126,14653
14351,14357
14194,14304
14302,14403
14416,14576
14623,14561
14653,14549
14600,14545
14668,14653
14823,14729
14964,14932
15168,14975
15316,15094
15416,15197
15410,14787
14441,14054
13695,13843
13564,13905
13601,13932
13861,14208
14187,14296
14318,14396
14288,14419
14512,14568
14584,14756
14813,14963
15011,15036
15138,15120
15330,15281
15320,14764
14439,14031
13509,13636
13388,13659
13366,13763
13681,14027
14096,14277
14177,14258
14292,14426
14461,14614
14686,14848
14796,14952
15027,15074
15074,15101
15242,15163
15344,15048
14664,14261
13693,13686
13366,13648
13407,13790
13652,14039
14057,14265
14175,14327
14355,14445
14465,14610
14729,14867
14987,15074
15213,15289
15446,15531
15737,15745
15965,15841
15775,15308
14890,14687
14192,14518
14151,14633
14335,14867
14717,15285
15011,15389
15213,15650
15397,15887
15602,15887
15800,16064
15918,16129
16145,16217
16282,16420
16532,16616
16607,16351
15839,15538
14942,15235
14790,15247
14901,15389
15097,15650
15436,15757
15381,15707
15410,15734
15465,15619
15506,15711
15726,15726
15890,15726
16014,15776
16131,15753
16194,15477
15457,14633
14469,14043
14083,13886
14110,14004
14331,14246
14702,14434
14886,14541
14931,14538
15068,14622
15132,14825
15358,15017
15489,15059
15610,15170
15845,15324
15951,15174
15465,14553
14472,13912
14073,13901
14006,14058
14214,14242
14547,14610
14807,14691
14848,14691
14942,14806
15097,15021
15314,15044
15524,15285
15655,15400
15959,15661
16129,15826
15972,15354
15019,14660
14333,14488
14308,14829
14559,15005
14903,15304
15170,15485
15371,15496
15446,15630
15669,15807
15925,16018
16170,16294
16478,16543
16732,16720
17000,17000
16985,16562
16162,15830
15256,15527
15105,15577
15209,15692
15440,15979
15759,16056
15798,15953
15810,16029
15888,15987
15933,15899
15951,15991
16108,15991
16188,15960
16229,15976
16196,15485
15271,14645
14363,14212
14120,14081
14194,14242
14380,14453
14762,14553
14758,14511
14780,14603
14937,14702
15099,14852
15281,15063
15442,15074
15602,15251
15743,15381
15878,15163
15144,14465
14237,13966
13885,13955
13916,14192
14177,14453
14445,14465
14531,14426
14445,14484
14543,14484
14535,14541
14698,14630
14827,14779
15001,14917
15189,15105
15365,15078
15162,14576
14155,13874
13587,13717
13458,13855
13654,14066
13993,14273
14273,14480
14451,14649
14588,14741
14788,14959
15048,15228
15316,15331
15461,15561
15792,15822
16031,15968
16078,15788
15373,14998
14457,14614
14226,14691
14314,14821
14615,15140
14921,15301
15066,15270
15068,15374
15177,15492
15318,15615
15489,15688
15618,15784
15800,15799
15974,15922
16012,15807
15520,14967
14386,14330
13885,14173
13861,14212
14083,14419
14410,14733
14619,14653
14664,14741
14707,14817
14915,14952
15005,15094
