red,ir
15536,15851
15727,16058
15908,16236
16099,16363
16117,15935
15319,15006
14650,14580
14387,14506
14351,14552
14475,14751
14764,15016
14922,15083
14998,15175
15086,15341
15290,15531
15469,15699
15630,15892
15803,16029
15981,16128
15705,15343
14873,14650
14430,14472
14259,14450
14317,14527
14506,14843
14820,15074
14956,15115
15073,15233
15249,15483
15498,15666
15738,15899
15928,16171
16178,16354
16316,16015
15469,15069
14781,14710
14532,14568
14471,14648
14595,14807
14871,15091
15016,15139
15109,15204
15195,15314
15350,15507
15560,15723
15767,15911
15958,16120
16137,16159
15855,15261
14896,14626
14460,14378
14325,14383
14371,14561
14617,14816
14879,14982
14957,15040
15034,15100
15193,15295
15381,15586
15665,15853
15897,16104
16143,16436
16378,16154
15604,15091
14831,14669
14537,14477
14478,14503
14549,14749
14870,15066
15116,15124
15163,15182
15264,15322
15426,15492
15594,15625
15731,15759
15842,15889
15860,15856
15526,14965
14686,14309
14276,14275
14239,14277
14235,14311
14384,14532
14656,14713
14772,14732
14814,14809
14972,14980
15200,15237
15437,15524
15709,15779
16000,16082
16259,15865
15447,14799
14705,14371
14383,14321
14393,14414
14553,14758
14929,15148
15175,15252
15267,15312
15373,15497
15569,15673
15810,15962
16012,16238
16256,16428
16445,16522
16185,15567
15157,14872
14641,14568
14422,14511
14356,14383
14444,14600
14679,14771
14816,14787
14810,14884
14966,15091
15160,15269
15358,15466
15571,15649
15793,15812
15906,15389
14991,14369
14287,13924
13969,13818
13935,13904
14056,14116
14375,14436
14615,14629
14720,14604
14853,14821
15038,15081
15299,15336
15453,15550
15638,15663
15841,15784
15623,15006
14690,14287
14176,14039
14053,14041
14080,14157
14332,14491
14630,14785
14796,14833
14896,14891
15027,15079
15230,15281
15413,15437
15585,15634
15722,15784
15854,15668
15326,14787
14517,14195
14147,14070
14097,14171
14264,14446
14542,14619
14703,14718
14766,14785
14894,14898
15029,15134
15234,15329
15423,15495
15582,15723
15775,15841
15825,15415
15025,14602
14332,14191
14110,14082
14061,14215
14275,14417
14535,14636
14651,14686
14690,14730
14783,14864
14951,15052
15161,15218
15370,15413
15510,15608
15701,15675
15444,14879
14553,14215
14050,13921
13945,13948
14078,14215
14376,14455
14621,14655
14708,14734
14878,14929
15034,15148
15287,15367
15542,15601
15802,15897
16096,16202
16410,16017
15594,14843
14777,14477
14623,14552
14728,14843
15037,15259
15377,15507
15494,15509
15497,15598
15607,15707
15778,15897
15903,16036
16049,16092
16119,16190
16187,16164
15818,15278
14939,14578
14476,14402
14411,14419
14548,14677
14789,14912
14990,14997
15016,15059
15085,15158
15172,15257
15297,15348
15420,15471
15558,15560
15709,15702
15667,15240
14845,14301
14084,13796
13694,13591
13579,13599
13694,13851
13976,14152
14131,14140
14177,14162
14214,14282
14379,14426
14545,14571
14718,14783
14921,14929
15088,14797
14554,13993
13747,13293
13230,13000
13000,13000
13105,13182
13372,13471
13660,13668
13812,13789
13988,13976
14233,14311
14533,14523
14825,14831
