red,ir
14842,14595
14934,14665
14979,14728
15068,14898
15181,14835
15299,15144
15391,15194
15580,15396
15633,15567
15769,15762
15900,15794
16003,15901
16131,16153
16142,15756
15735,15403
15144,14848
14814,14513
14449,14280
14328,14229
14365,14261
14391,14406
14598,14482
14680,14501
14819,14709
14940,14766
15160,14948
15181,15188
15375,15352
15570,15453
15669,15667
15845,15825
15948,15787
15785,15485
15323,14904
14835,14292
14291,14002
14063,13769
13963,13794
14000,13965
14118,14122
14123,14330
14199,14734
14241,14879
14346,15207
14317,15251
14582,15422
14701,15554
14929,15718
15110,15819
15297,15964
15433,15932
15084,15396
14564,14942
14065,14589
13777,14223
13433,14122
13456,14248
13666,14255
13845,14362
14013,14526
14105,14696
14162,15056
14207,15226
14333,15276
14409,15415
14588,15491
14779,15724
14898,16059
15068,16311
15215,16260
15063,15901
14593,15321
14257,14766
13916,14602
13892,14501
13939,14665
14031,14967
14202,14967
14349,15094
14506,15258
14701,15340
14898,15466
14963,15598
15213,15667
15283,15718
15436,15913
15598,15945
15829,16090
15963,16134
15696,15604
15276,15258
14842,14967
14680,14791
14509,14911
14643,15056
14729,15106
14798,15213
14919,15440
15060,15346
15218,15548
15239,15718
15504,15970
15609,16141
15871,16178
16118,16241
16242,16349
16478,16387
16336,16040
15982,15768
15535,15365
15341,15100
15115,15239
15223,15371
15370,15491
15388,15510
15493,15567
15570,15434
15706,15642
15845,15642
16084,15819
16268,16059
16486,16223
16549,16298
16693,16431
16819,16216
16635,15800
16223,15510
15858,15270
15667,15176
15438,15201
15496,15276
15583,15302
15638,15396
15756,15371
15898,15579
16011,15800
16142,15731
16305,15958
16333,16065
16520,16147
16572,16292
16730,16494
16740,16305
16428,15850
15924,15447
15585,14974
15302,14961
15073,14866
15215,14879
15270,14999
15402,15150
15533,15232
15701,15377
15848,15611
15950,15604
16055,15731
16121,15775
16368,15838
16394,16065
16628,16267
16680,16046
16396,15680
15906,15289
15567,14747
15341,14570
15142,14488
15244,14551
15215,14646
15365,14822
15423,14816
15496,14911
15630,14986
15774,15012
15984,15365
16089,15352
16315,15541
16302,15743
16543,15913
16551,15686
16055,15232
15572,14898
15142,14374
14919,14305
14748,14116
14890,14192
14924,14374
15003,14381
15039,14400
15003,14557
15186,14734
15349,14677
15509,15062
15496,15239
15591,15333
15564,15535
15633,15333
15312,14866
14701,14337
14302,13971
14005,13700
13798,13681
13745,13611
13903,13668
13876,13826
14084,13889
14189,13990
14199,14122
14372,14318
14504,14242
14561,14450
14711,14513
14842,14576
14882,14696
14992,14520
14582,14059
14052,13700
13622,13460
13309,13050
13136,13000
13097,13182
13202,13258
13254,13397
13475,13523
13572,13561
13627,13851
13761,13933
13840,14078
13960,14223
14097,14211
14270,14381
14286,14602
14472,14576
14281,14147
13798,13958
13456,13750
13165,13555
13000,13573
13021,13504
13173,13637
13191,13801
13312,13864
13351,13870
13435,14166
13556,14356
13687,14469
13787,14797
13934,14728
14071,14816
14092,14986
