red,ir
14479,14279
14754,14542
14959,14717
15089,14936
15300,15035
15510,15297
15683,15533
15952,15702
16064,15936
16313,16111
16438,16046
16133,15382
15112,14306
14191,13696
13821,13548
13791,13603
13934,13798
14166,14201
14577,14516
14797,14632
14904,14819
15081,14936
15238,15131
15441,15408
15638,15481
15790,15644
15942,15901
16167,16073
16356,16286
16488,16134
15844,15137
14792,14335
14196,14090
14013,13938
13999,13930
14034,14113
14389,14481
14649,14711
14865,14924
15021,15049
15192,15215
15363,15420
15568,15647
15819,15860
15967,16041
16183,16227
16334,16364
16503,16586
16559,16286
15919,15358
14944,14755
14470,14498
14321,14411
14307,14510
14482,14694
14723,14915
14943,15038
15005,15038
15071,15093
15146,15259
15381,15469
15681,15807
15895,15974
16091,16137
16197,16245
16300,16329
16446,16469
16533,16373
16088,15615
15146,14775
14585,14516
14326,14422
14391,14521
14455,14682
14735,15023
15061,15215
15167,15280
15247,15379
15355,15542
15621,15874
15855,16111
16132,16388
16334,16656
16566,16790
16674,16851
16739,16886
16531,16221
15537,15119
14619,14533
14226,14224
13989,14003
13883,14032
14081,14309
14419,14618
14610,14755
14716,14927
14914,15113
15123,15277
15289,15466
15530,15723
15694,15892
15886,16067
16040,16160
16136,16277
16158,15976
15434,15006
14520,14399
14074,14119
13949,14070
13903,14113
14051,14297
14334,14600
14571,14816
14731,14930
14862,15014
15021,15256
15202,15364
15400,15600
15573,15848
15788,15953
15937,16151
16112,16341
16324,16516
16350,16207
15631,15277
14688,14565
14242,14306
14038,14274
14055,14285
14221,14606
14587,14956
14822,15087
14976,15178
15066,15265
15176,15376
15376,15577
15515,15752
15770,15985
15916,16102
16064,16265
16205,16338
16296,16434
16410,16498
16270,15869
15360,14991
14515,14396
14206,14239
14060,14189
14140,14329
14343,14539
14612,14766
14789,14857
14827,14781
14857,14889
14969,15020
15135,15143
15247,15250
15431,15443
15581,15580
15755,15702
15860,15906
16068,16046
16149,15726
15374,14807
14493,14157
14037,13947
13926,13903
13959,13988
14145,14317
14475,14571
14686,14661
14793,14778
14869,14898
15029,15000
15127,15230
15357,15408
15536,15565
15689,15746
15866,15927
16045,16035
16131,15871
15555,15020
14637,14277
14065,13982
13918,13930
13949,13985
14083,14303
14442,14621
14703,14796
14833,14909
14923,15000
15054,15172
15219,15399
15433,15580
15623,15761
15810,15956
15971,16064
16104,16218
16258,16288
16062,15635
15107,14696
14278,14177
13953,13965
13851,13953
13899,14090
14079,14285
14396,14574
14586,14717
14655,14624
14672,14726
14751,14831
14887,14938
14985,15046
15090,15175
15177,15198
15201,15215
15299,15405
15405,15163
14821,14262
13843,13513
13345,13145
13093,13067
13093,13102
13230,13323
13507,13553
13746,13784
13894,13819
13999,13976
14088,14134
14307,14332
14518,14624
14823,14962
15004,14997
15089,15090
15193,15282
15363,15294
15080,14577
14061,13647
13356,13169
13057,13000
13000,13046
13022,13084
13213,13303
13449,13524
13640,13609
13739,13688
13815,13883
14025,14040
14174,14201
14359,14411
