red,ir
15596,15545
15021,15348
14856,15137
14928,15108
14784,15166
14866,15181
14995,15239
15013,15261
15093,15458
15184,15524
15367,15575
15431,15735
15622,15917
15733,16012
15885,16100
16045,16348
16107,16443
16303,16618
16437,16632
16550,16815
16679,16975
16605,16377
15833,15618
15106,15217
14993,15224
15021,15188
15034,15049
15052,15276
15096,15217
15163,15239
15122,15261
15191,15414
15356,15648
15534,15604
15653,15772
15746,15939
15862,16041
15988,16107
16091,16275
16218,16457
16385,16465
16512,16669
16584,16727
16458,16107
15622,15283
15029,14896
14903,15020
14900,15006
14928,14911
14890,14947
14913,14984
15006,15166
15052,15049
15163,15254
15238,15363
15426,15509
15542,15611
15645,15757
15769,15954
15934,15954
16102,16114
16117,16326
16300,16399
16439,16421
16584,16654
16728,16786
16749,16501
16236,15655
15264,14962
14869,14874
14903,14940
14854,14743
14861,14838
14823,14852
14905,14925
14944,14911
14993,14991
15114,15195
15282,15261
15493,15414
15498,15531
15619,15669
15779,15881
15921,15830
16066,16078
16127,16275
16342,16311
16476,16406
16545,16508
16726,16742
16615,16107
15790,15130
14977,14911
14838,14831
14874,14685
14828,14743
14820,14794
14895,14794
14985,14779
14885,14852
14993,14962
15111,15137
15238,15144
15429,15363
15501,15531
15656,15618
15772,15699
15862,15866
16001,16071
16153,16041
16272,16268
16380,16341
16280,15772
15496,14896
14753,14510
14534,14480
14562,14495
14580,14371
14498,14400
14554,14495
14583,14561
14640,14517
14738,14721
14807,14882
15016,14918
15160,15093
15225,15224
15413,15480
15565,15502
15707,15545
15790,15823
15929,16005
16081,16005
16215,16114
16354,16187
16063,15494
15215,14626
14426,14196
14289,14210
14242,14276
14181,13941
14206,14094
14181,14240
14263,14189
14309,14210
14377,14334
14521,14582
14699,14692
14877,14794
14905,14933
15062,15130
15209,15254
15323,15276
15550,15538
15630,15677
15841,15742
15916,15866
16027,16063
16115,15830
15369,14714
14472,14189
14046,14108
14016,13977
14023,13853
13897,13860
13982,14072
14052,13970
14126,14021
14101,14072
14237,14298
14410,14473
14560,14531
14725,14816
14836,14874
15024,14962
15065,15079
15228,15327
15377,15582
15519,15429
15681,15684
15741,15772
15493,14984
14536,14094
13856,13605
13724,13744
13745,13641
13724,13700
13675,13685
13714,13744
13773,13926
13845,13780
13987,14006
14049,14123
14255,14232
14402,14466
14500,14546
14655,14801
14794,14816
14977,15013
15019,15100
15207,15276
15369,15472
15501,15290
15114,14626
14070,13758
13575,13408
13327,13226
13317,13328
13273,13423
13350,13284
13456,13444
13433,13532
13492,13620
13624,13736
13776,13882
13964,14152
14121,14254
14297,14313
14343,14539
14531,14728
14652,14787
14815,14831
14998,15122
15106,15203
15328,15319
15137,14750
14204,13817
13412,13320
13162,13087
13167,13000
13000,13051
13007,13116
13092,13080
13162,13233
13206,13342
13270,13437
13474,13569
13595,13700
13771,13977
13897,14189
14070,14057
14258,14364
14286,14502
14495,14568
14634,14736
14779,14889
14936,14976
14531,14101
13582,13262
