red,ir
13000,13000
13108,13047
13159,13047
13226,13126
13311,13253
13497,13348
13585,13523
13794,13600
13909,13674
14000,13798
14164,13911
14258,13937
14374,14066
14513,14140
14623,14213
14676,14216
14483,13920
14006,13670
13690,13529
13439,13368
13309,13337
13330,13436
13480,13523
13631,13622
13673,13690
13782,13699
13809,13843
13994,13934
14068,13996
14171,14093
14287,14169
14390,14248
14533,14338
14598,14429
14770,14525
14843,14575
14972,14683
15054,14699
14986,14507
14594,14228
14147,14015
13960,13939
13811,13895
13818,13920
13944,14081
14112,14197
14223,14230
14307,14321
14473,14463
14623,14536
14759,14637
14860,14787
15042,14855
15145,14962
15254,15037
15378,15140
15489,15153
15575,15215
15641,15305
15716,15203
15381,14931
14889,14590
14518,14435
14299,14343
14192,14323
14235,14395
14388,14517
14495,14573
14582,14640
14665,14742
14837,14859
15014,14991
15185,15090
15284,15158
15390,15140
15427,15206
15465,15217
15584,15308
15679,15434
15821,15494
15949,15531
15756,15252
15258,14929
14859,14708
14642,14655
14571,14683
14610,14709
14661,14829
14813,14920
14979,15020
15072,15070
15143,15118
15225,15157
15363,15277
15468,15314
15574,15382
15636,15500
15770,15520
15842,15562
15914,15629
15983,15646
16023,15676
16109,15658
15799,15370
15334,15078
14938,14918
14786,14847
14715,14856
14769,15034
15032,15191
15151,15226
15265,15319
15338,15382
15491,15488
15597,15604
15725,15641
15797,15703
15917,15779
16000,15848
16071,15870
16199,15978
16292,16003
16362,16003
16362,16039
16322,15887
15867,15509
15348,15229
15033,15126
14865,14994
14799,15028
14842,15098
14978,15181
15068,15266
15196,15327
15283,15361
15331,15427
15453,15511
15585,15543
15689,15638
15786,15692
15901,15758
15933,15791
15981,15834
16049,15840
16086,15879
16119,15819
15795,15390
15206,15064
14756,14838
14545,14722
14360,14661
14312,14674
14390,14720
14487,14796
14595,14867
14690,14929
14840,15051
14940,15092
15078,15211
15191,15314
15298,15356
15425,15478
15583,15601
15729,15703
15837,15720
15940,15789
15959,15697
15648,15362
15081,15098
14753,14892
14518,14771
14395,14773
14467,14846
14615,14980
14801,15078
14880,15157
15004,15160
15000,15263
15177,15372
15336,15461
15456,15559
15587,15618
15649,15624
15751,15731
15852,15834
16008,15909
16084,15992
16205,16001
16047,15701
15488,15341
15008,15099
14726,14929
14548,14876
14458,14886
14574,14986
14707,15099
14868,15211
14986,15266
15099,15364
15212,15444
15333,15489
15435,15559
15464,15557
15519,15594
15590,15680
15690,15721
15771,15772
15821,15799
15900,15848
15864,15615
15346,15195
14813,14982
14579,14869
14392,14808
14318,14794
14413,14904
14535,14989
14656,15048
14720,15093
14844,15211
15011,15324
15200,15460
15357,15676
15616,15786
15729,15850
15791,15816
15722,15796
15751,15760
15736,15822
15794,15737
15520,15373
14863,14989
14451,14790
14199,14702
14116,14697
14119,14719
14244,14829
14424,14957
14523,14962
14647,15090
14783,15223
14964,15321
15079,15426
15241,15520
15341,15548
15423,15608
15524,15724
15635,15743
15753,15848
