red,ir
13000,13011
13089,13167
13134,13072
13206,13263
13355,13414
13526,13604
13725,13850
13904,14018
14090,14331
14311,14544
14508,14684
14405,14208
14019,13906
13726,13542
13517,13408
13333,13016
13170,13000
13202,13000
13320,13263
13406,13302
13541,13509
13663,13632
13858,13923
14021,14113
14255,14376
14414,14650
14665,14897
14794,15109
14963,15014
14663,14628
14397,14253
14150,14169
14079,13951
13865,13817
13916,13789
13925,13990
14144,14096
14133,14186
14322,14315
14399,14544
14615,14689
14714,14969
14909,15076
15051,15283
15216,15445
15372,15646
15486,15613
15319,15215
14991,14936
14875,14874
14823,14801
14787,14723
14746,14846
14873,14930
14935,15109
15010,15008
15059,15199
15173,15260
15285,15445
15403,15534
15514,15725
15656,15848
15776,16016
15847,15904
15574,15451
15284,15188
15134,15020
15038,14952
14982,14801
14941,14941
15047,14969
15126,15143
15180,15048
15248,15271
15379,15316
15488,15506
15626,15534
15726,15803
15812,15853
15952,16105
16027,16116
16024,15865
15626,15434
15448,15204
15263,15053
15194,14913
15040,14790
15049,14813
15077,14908
15210,14885
15160,15020
15317,15070
15343,15243
15538,15361
15574,15568
15750,15596
15771,15803
15975,15926
16046,16038
15975,15691
15641,15311
15413,15115
15310,14930
15164,14829
15076,14740
15079,14835
15167,14852
15201,14964
15284,14986
15285,15171
15390,15210
15473,15456
15613,15490
15698,15714
15825,15848
15951,15982
15934,15680
15574,15327
15340,15064
15160,14947
15038,14768
14952,14723
14944,14869
15038,14958
15036,15104
15120,15036
15179,15255
15282,15243
15379,15506
15508,15607
15628,15837
15754,15943
15881,16088
15651,15484
15280,15160
14982,14958
14843,14729
14570,14471
14540,14454
14489,14594
14635,14639
14596,14807
14727,14813
14727,15025
14926,15109
14961,15383
15175,15523
15227,15736
15441,15870
15490,16055
15428,15652
14987,15221
14678,14885
14429,14712
14245,14432
14090,14393
14069,14477
14174,14538
14232,14639
14324,14745
14399,14975
14570,15126
14686,15406
14854,15562
14980,15825
15179,15937
15319,16161
15353,15865
14999,15428
14671,15154
14465,14969
14326,14773
14197,14695
14174,14930
14315,14969
14382,15143
14461,15188
14564,15400
14723,15534
14881,15831
15061,15937
15209,16217
15385,16368
15546,16558
15447,16077
15107,15781
14823,15534
14705,15451
14536,15255
14470,15395
14502,15372
14650,15579
14699,15630
14813,15792
14862,15870
15070,16038
15139,16212
15385,16396
15424,16654
15662,16810
15754,16642
15844,15148
15501,14706
15248,14421
14995,14259
14886,14107
14750,14001
14710,13951
14757,14147
14890,14191
14965,14203
15055,14331
15158,14488
15269,14689
15428,14857
15566,15036
15709,15132
15827,15378
15969,15534
16130,15736
15999,15238
15647,15020
15462,14684
15306,14510
15177,14343
15059,14247
15068,14410
15179,14454
15218,14561
15287,14572
15360,14751
15482,14852
15585,15104
15743,15148
15874,15378
15986,15361
16115,15663
16267,15686
16368,15865
16218,15294
15887,15076
15658,14785
15550,14740
15407,14550
15385,14606
15373,14645
15488,14622
15452,14645
15595,14701
15553,14863
