red,ir
14190,15184
14356,15309
14420,15532
14638,15725
14771,15907
14965,15995
15024,16146
15174,16307
15225,16401
15338,16541
15412,16552
15279,15569
13818,13806
13000,13598
13080,13837
13243,14071
13586,14659
14169,15298
14462,15428
14544,15439
14675,15538
14776,15756
14921,15855
15013,16016
15147,16099
15256,16224
15351,16287
15448,16385
15533,16515
15580,16500
15474,15839
14222,13993
13299,13733
13281,13696
13394,13967
13620,14315
14154,14966
14506,15231
14737,15449
14815,15548
14957,15662
15018,15839
15171,15886
15225,16037
15377,16146
15403,16281
15520,16307
15549,16526
15648,16526
15683,16484
15469,15262
14038,13858
13488,13774
13529,13920
13678,14206
13980,14716
14398,15189
14567,15194
14625,15283
14754,15397
14857,15553
15019,15683
15147,15839
15287,15917
15356,16042
15478,16146
15549,16287
15627,16417
15607,15933
14659,13993
13318,13286
13238,13540
13397,13665
13586,14050
13988,14518
14443,14934
14591,14997
14650,15111
14671,15283
14871,15527
14989,15616
15174,15720
15209,15845
15367,15933
15416,15975
15554,15990
15541,16073
15664,16053
15522,15423
14439,13733
13507,13592
13674,13915
13845,14185
14140,14497
14480,14929
14784,15054
14894,15215
14989,15314
15074,15496
15116,15569
15153,15569
15195,15574
15292,15673
15395,15746
15472,15782
15498,15975
15523,15907
15593,15902
15485,14950
14272,13478
13621,13488
13789,13670
13963,14009
14203,14321
14631,14825
14853,14820
14913,14981
14953,14971
15068,15226
15177,15236
15303,15512
15379,15553
15461,15709
15509,15751
15619,15871
15672,15860
15704,15564
15016,13842
13629,13000
13335,13078
13528,13265
13594,13520
13945,13993
14372,14477
14650,14627
14675,14716
14807,14841
14890,15033
15060,15153
15142,15298
15295,15460
15358,15548
15428,15558
15520,15621
15591,15761
15672,15818
15659,15574
14955,13852
13760,13306
13710,13426
13897,13743
14077,13884
14370,14414
14747,14737
14968,14789
15060,14992
15126,14997
15211,15153
15321,15184
15422,15402
15522,15345
15601,15553
15657,15470
15720,15673
15789,15522
15831,15694
15859,15413
15559,14357
14506,13759
14423,13915
14554,14071
14705,14139
14820,14539
15179,14773
15272,14914
15388,14914
15369,15044
15491,15101
15533,15226
15630,15252
15662,15330
15744,15392
15797,15460
15855,15475
15875,15527
15899,15262
15490,14087
14475,13478
14359,13660
14528,13832
14655,13957
14837,14310
15143,14601
15301,14794
15366,14757
15406,14856
15523,14882
15588,15028
15678,15116
15749,15158
15805,15293
15862,15304
15907,15392
15947,15361
15989,15522
16020,15387
15974,14997
15321,13702
14671,13712
14768,13759
14884,13884
14942,14061
15166,14404
15356,14529
15420,14523
15359,14539
15469,14674
15504,14809
15636,14914
15652,15023
15765,15075
15772,15226
15875,15272
15868,15304
15960,15298
15954,15366
15999,15142
15596,13904
14576,13296
14502,13374
14557,13379
14670,13546
14832,13873
15119,14232
15272,14310
15348,14440
15385,14565
15503,14617
15565,14685
15639,14903
15717,14945
15762,15012
15813,14992
15879,15148
15902,15111
15947,15220
16005,15122
16026,15101
15910,14456
