red,ir
13196,13117
13073,13000
13000,13042
13138,13291
13408,13399
13616,13664
13774,13795
13983,13972
14112,14175
14379,14395
14520,14588
14683,14752
14848,14899
15031,15066
15179,15210
15332,15384
15523,15574
15711,15780
15910,15777
15650,15093
14723,14247
13932,13678
13623,13563
13494,13504
13467,13573
13525,13681
13801,13894
13900,14015
14070,14139
14225,14398
14465,14634
14710,14850
14942,15138
15190,15328
15412,15564
15637,15790
15835,15944
15988,16131
16142,16160
16304,16373
16460,16468
16431,16056
15671,15112
14744,14388
14195,14162
14060,14025
14004,14113
14143,14310
14400,14490
14540,14637
14663,14726
14785,14899
15005,15096
15230,15292
15460,15541
15620,15607
15790,15810
15908,15902
16019,15990
16091,16078
16280,16200
16383,16432
16597,16521
16523,16108
15846,15250
15055,14667
14656,14519
14553,14457
14543,14549
14734,14716
14944,14867
15048,15004
15140,15024
15288,15253
15456,15394
15641,15584
15776,15767
15982,15888
16091,16039
16283,16134
16398,16337
16595,16491
16779,16648
16964,16812
16878,16304
16128,15545
15409,15017
15062,14853
14976,14808
14946,14794
15028,14988
15206,15079
15267,15148
15292,15194
15428,15296
15489,15423
15699,15541
15778,15728
15944,15816
16068,15951
16217,16098
16359,16232
16502,16422
16667,16567
16850,16642
16874,16370
16176,15414
15315,14798
14840,14513
14700,14483
14614,14490
14724,14604
14848,14798
14981,14857
15046,14925
15137,15086
15278,15220
15445,15417
15662,15590
15852,15764
16024,15964
16176,16078
16332,16226
16481,16383
16683,16573
16805,16596
16593,15934
15654,15102
14918,14555
14532,14415
14416,14349
14383,14405
14485,14621
14742,14817
14875,14896
15008,15040
15118,15152
15275,15348
15449,15450
15668,15721
15835,15846
16023,15997
16095,16121
16265,16187
16331,16350
16475,16452
16631,16540
16529,16059
15719,15086
14748,14477
14233,14097
13990,13917
13852,13894
13891,14061
14153,14339
14368,14401
14475,14532
14570,14618
14724,14788
14833,14929
15055,15109
15179,15289
15347,15410
15499,15538
15619,15669
15722,15715
15889,15938
16078,16069
16205,15954
15754,15207
14797,14342
14144,13962
13857,13759
13736,13746
13662,13815
13880,14018
14044,14215
14233,14270
14315,14467
14508,14650
14660,14729
14797,14912
14950,14998
15094,15181
15248,15273
15404,15459
15582,15685
15761,15738
15937,15951
16085,16000
15989,15525
15127,14641
14201,13930
13694,13740
13573,13632
13450,13697
13602,13868
13841,14077
13976,14205
14074,14293
14183,14454
14368,14601
14547,14749
14730,14922
14855,14968
15011,15197
15156,15299
15311,15499
15432,15610
15667,15780
15752,15790
15452,15083
14436,14205
13719,13763
13418,13609
13291,13596
13291,13691
13483,13959
13770,14179
13891,14208
13982,14385
14120,14405
14311,14663
14482,14827
14687,15014
14824,15132
15038,15289
15152,15433
15305,15551
15453,15669
15612,15898
15674,15672
15084,14808
14116,14025
13448,13612
13187,13488
13040,13357
13039,13507
13265,13766
13544,13946
13631,14084
13794,14195
13910,14392
14133,14559
14354,14739
14532,14971
14721,15073
14847,15214
14993,15328
