red,ir
13787,13894
13982,14066
14161,14123
14220,14255
14320,14295
14556,14564
14766,14742
15111,14982
15273,15246
15461,15407
15694,15567
15883,15819
16114,16100
16280,15704
15461,14599
14142,13705
13727,13665
13651,13705
13684,13573
13725,13716
13918,14008
14084,14048
14106,13922
14215,14140
14437,14369
14730,14587
14930,14879
15161,15080
15368,15240
15513,15407
15742,15710
16028,15853
16261,15980
16056,15223
14835,13968
13699,13516
13506,13487
13572,13487
13489,13441
13613,13642
13877,13705
13946,13814
13918,13814
14113,14094
14303,14387
14606,14564
14873,14748
15078,14925
15247,15200
15478,15292
15713,15538
15911,15813
16178,15899
15956,15103
14606,13899
13572,13481
13391,13424
13468,13464
13413,13338
13539,13613
13689,13716
13834,13670
13784,13825
13970,14060
14246,14329
14563,14570
14827,14879
15070,15005
15287,15235
15418,15429
15694,15630
15883,15911
16156,16146
16356,15985
15640,14782
14163,13819
13479,13453
13510,13733
13570,13653
13591,13716
13744,13905
13930,13928
13934,13917
14034,14094
14258,14495
14580,14570
14892,14971
15130,15229
15404,15275
15492,15504
15699,15722
15913,15945
16144,16146
16433,16432
16666,16346
16199,15384
14661,14129
13789,13796
13596,13888
13796,13957
13827,13957
13980,14209
14182,14255
14194,14209
14273,14352
14444,14673
14816,14897
15047,15212
15351,15389
15604,15584
15737,15750
15921,15951
16137,16123
16404,16432
16668,16650
16923,16667
16454,15590
14999,14392
13918,13980
13787,14152
13987,14157
14051,14175
14220,14501
14404,14421
14423,14536
14399,14587
14685,14868
14877,15114
15244,15378
15490,15624
15702,15773
15883,16048
16075,16065
16309,16369
16537,16581
16845,16787
16969,16931
16616,15842
15066,14564
14006,14146
13887,14346
14075,14266
14175,14409
14287,14639
14525,14621
14449,14702
14465,14782
14706,14965
14985,15292
15311,15578
15611,15687
15887,16014
16013,16037
16225,16266
16380,16581
16690,16770
16938,17000
17000,16616
15894,15235
14489,14312
13934,14364
14051,14484
14287,14507
14327,14765
14615,14856
14618,14828
14589,14891
14735,15040
14987,15298
15313,15619
15616,15750
15887,16025
15956,16180
16211,16329
16461,16472
16628,16759
16673,16151
15459,14776
14196,14266
13820,14111
14011,14381
14080,14450
14330,14621
14511,14753
14539,14782
14592,14839
14744,15000
15011,15372
15344,15561
15704,15865
15899,15991
16128,16203
16249,16449
16552,16650
16788,16805
16823,16398
15744,15160
14587,14472
14203,14553
14346,14587
14461,14713
14577,14914
14813,14942
14796,14919
14754,15040
14927,15240
15209,15384
15501,15768
15766,15876
16044,15928
16099,16272
16354,16438
16585,16512
16423,15928
15289,14742
14382,14404
14244,14507
14406,14415
14401,14536
14494,14685
14739,14748
14687,14833
14730,14885
14908,15057
15206,15280
15454,15613
15718,15613
15930,15836
16040,16043
16352,16260
16437,16426
16387,15796
15287,14685
14327,14312
14199,14306
14196,14226
14172,14289
14225,14409
14489,14547
14487,14610
14558,14730
14739,14868
14951,15063
15230,15447
15478,15481
15723,15710
15856,15894
16133,16048
16247,16318
