red,ir
17000,17000
16994,16897
16813,16786
16513,16578
16225,16360
16108,16387
16166,16412
16247,16430
16245,16447
16324,16430
16312,16485
16405,16525
16487,16530
16587,16616
16720,16738
16835,16703
16944,16761
16965,16769
16972,16661
16678,16467
16354,16234
16105,16071
15928,15963
15906,16016
15968,15996
16005,16003
16011,15998
16065,16031
16099,16081
16187,16063
16259,16091
16314,16189
16470,16292
16595,16292
16660,16262
16493,16109
16238,15905
15874,15730
15643,15559
15499,15506
15467,15534
15540,15536
15569,15526
15626,15589
15719,15634
15803,15654
15862,15750
16012,15843
16124,15853
16190,15913
16239,15885
16263,15805
16095,15642
15686,15250
15256,15049
14897,14821
14635,14686
14491,14691
14564,14728
14615,14741
14686,14786
14760,14849
14894,14927
15076,15080
15217,15167
15446,15280
15588,15444
15809,15597
16001,15624
15924,15481
15601,15318
15271,15067
14960,14899
14780,14884
14824,14944
14909,15082
15069,15170
15182,15228
15299,15341
15448,15398
15566,15451
15714,15584
15865,15654
16058,15795
16150,15805
16128,15644
15802,15356
15351,15087
14941,14791
14574,14568
14341,14490
14283,14482
14341,14482
14378,14573
14472,14580
14555,14658
14674,14778
14847,14894
15048,14989
15208,15115
15367,15208
15525,15233
15387,15072
14996,14721
14507,14432
14106,14216
13799,14081
13678,14066
13721,14108
13806,14133
13892,14164
13956,14221
14098,14289
14231,14349
14382,14477
14560,14583
14762,14731
14974,14881
15141,14894
15144,14773
14760,14467
14250,14128
13745,13845
13397,13719
13246,13684
13269,13744
13392,13860
13519,13867
13659,14005
13776,14096
13985,14176
14119,14302
14334,14425
14527,14548
14724,14701
14975,14871
15105,14778
14922,14588
14396,14196
13917,13915
13502,13762
13326,13717
13351,13739
13423,13795
13560,13893
13679,13935
13863,14121
14030,14206
14225,14309
14394,14482
14640,14613
14853,14748
15046,14881
15226,14911
15131,14726
14715,14384
14178,14048
13739,13742
13375,13682
13304,13669
13379,13729
13514,13847
13679,13945
13819,14013
13997,14184
14221,14344
14480,14510
14709,14756
15017,14937
15278,15130
15515,15300
15561,15228
15234,14916
14729,14575
14290,14289
14014,14144
13814,14176
13887,14199
14001,14264
14148,14379
14250,14412
14355,14442
14491,14588
14644,14638
14777,14738
14928,14949
15263,15205
15557,15408
15780,15499
15655,15288
15197,14894
14680,14615
14302,14379
14068,14337
14032,14387
14186,14510
14352,14650
14535,14811
14715,14904
14899,14979
15080,15140
15259,15188
15433,15298
15534,15413
15770,15559
15909,15674
15935,15506
15494,15065
14909,14718
14506,14548
14236,14342
14111,14359
14130,14394
14300,14533
14391,14595
14493,14660
14591,14718
14760,14881
14984,15067
15206,15180
15426,15373
15598,15509
15833,15609
15789,15489
15455,15117
14933,14796
14489,14548
14224,14452
14134,14415
14231,14530
14337,14575
14457,14603
14499,14693
14656,14783
14780,14859
14919,14972
15067,15070
15224,15115
15363,15240
15517,15305
15613,15288
15372,15039
14898,14643
14370,14327
13968,14128
13755,14028
13745,14038
13817,14088
13915,14149
