red,ir
15702,16942
15676,17000
15700,16971
15723,16987
15735,16973
15784,16980
15736,16942
15763,16918
15740,16939
15808,16961
15787,16937
15846,16930
15814,16903
15880,16906
15855,16927
15929,16894
15877,16891
15943,16894
15949,16932
16027,16918
15887,16778
15659,16627
15547,16572
15572,16574
15546,16564
15553,16545
15583,16559
15608,16521
15587,16528
15598,16504
15617,16504
15633,16480
15653,16446
15656,16463
15685,16442
15686,16461
15698,16422
15696,16410
15730,16422
15769,16521
15860,16550
15870,16495
15640,16314
15474,16223
15454,16136
15403,16115
15384,16112
15423,16124
15458,16187
15437,16057
15420,16144
15471,16081
15479,16095
15478,16006
15480,16045
15504,15970
15550,16047
15548,15997
15563,16014
15581,15992
15624,16009
15606,15968
15664,16016
15681,16067
15756,16055
15653,15865
15424,15773
15325,15754
15379,15720
15323,15694
15354,15689
15329,15663
15360,15598
15293,15574
15333,15581
15324,15641
15428,15619
15403,15684
15493,15675
15465,15665
15505,15648
15483,15643
15512,15622
15530,15672
15600,15660
15628,15689
15660,15665
15487,15487
15306,15422
15282,15403
15296,15429
15313,15398
15307,15417
15329,15357
15303,15362
15308,15328
15308,15367
15367,15372
15380,15396
15406,15348
15401,15386
15453,15360
15476,15381
15513,15367
15516,15350
15530,15386
15560,15338
15363,15208
15234,15119
15209,15131
15206,15090
15167,15081
15176,15040
15210,15083
15191,15013
15201,15064
15213,14985
15242,15049
15261,14977
15296,15025
15306,14997
15343,15049
15350,15018
15390,15064
15396,15011
15432,15081
15460,15033
15497,15102
15493,15090
15544,15141
15563,15110
15457,14958
15154,14833
15150,14823
15114,14804
15136,14746
15059,14759
15141,14756
15094,14720
15106,14696
15041,14694
15132,14686
15094,14710
15165,14677
15122,14694
15204,14686
15154,14694
15230,14667
15217,14708
15291,14679
15266,14732
15328,14732
15336,14732
15388,14737
15398,14749
15443,14792
15436,14694
15182,14501
14985,14427
14968,14441
14980,14369
14921,14335
14886,14309
14910,14302
14887,14249
14858,14282
14867,14213
14869,14249
14882,14196
14895,14225
14904,14196
14910,14222
14943,14189
14947,14213
14966,14203
14976,14193
15008,14172
15006,14213
15046,14205
15068,14193
15072,14201
15115,14256
15148,14198
14860,13975
14648,13977
14651,13991
14665,13958
14617,13912
14567,13891
14553,13859
14535,13871
14485,13794
14479,13830
14507,13768
14526,13818
14516,13782
14549,13811
14539,13749
14560,13833
14557,13823
14573,13850
14573,13799
14601,13862
14595,13852
14626,13878
14635,13898
14657,13826
14322,13573
14057,13496
13954,13395
13914,13349
13765,13253
13720,13220
13639,13210
13633,13169
13523,13133
13547,13097
13503,13186
13570,13155
13530,13224
13583,13208
13542,13273
13637,13297
13627,13378
13712,13395
13693,13484
13760,13520
13780,13585
13842,13597
13866,13696
13902,13628
13566,13407
13307,13325
13225,13313
13187,13330
13140,13323
13101,13325
13109,13345
13067,13333
13009,13301
13000,13364
13041,13390
13060,13463
13100,13482
13129,13542
13147,13568
13178,13614
13234,13696
13293,13794
