red,ir
15681,15120
15422,14972
15327,14947
15465,15149
15701,15254
15776,15274
15811,15355
15899,15394
15982,15515
16111,15651
16280,15776
16384,15881
16528,15997
16609,16114
16681,16136
16726,15992
16203,15414
15554,14958
15087,14655
14884,14618
14878,14626
15029,14760
15154,14793
15214,14828
15205,14857
15316,14962
15406,15106
15590,15205
15679,15334
15852,15468
15961,15542
16092,15686
16103,15447
15548,14838
14796,14361
14309,14044
14042,13909
13911,13865
14065,14059
14228,14116
14319,14143
14327,14184
14452,14326
14592,14421
14745,14589
14956,14729
15088,14878
15240,15011
15396,15186
15512,15133
15242,14643
14513,14137
13869,13699
13547,13573
13418,13493
13473,13608
13662,13826
13893,13898
13922,13902
14018,14085
14170,14164
14322,14373
14538,14483
14690,14612
14840,14787
14992,14871
15136,15021
15262,15108
15278,14886
14617,14227
13885,13816
13420,13598
13274,13512
13286,13639
13540,13832
13703,13859
13729,13976
13861,14018
13966,14153
14159,14330
14367,14417
14502,14583
14669,14725
14780,14760
14856,14910
15058,15009
15151,15166
15186,14925
14597,14349
13919,13978
13594,13822
13482,13851
13632,14028
13873,14110
13961,14221
14037,14205
14063,14271
14155,14363
14364,14534
14458,14616
14660,14799
14777,14873
14897,14949
14992,15044
15114,15205
15268,15299
15364,15211
14991,14746
14322,14312
13920,14186
13862,14133
13973,14308
14224,14478
14378,14517
14359,14522
14453,14618
14492,14686
14625,14808
14802,14892
14898,15038
15080,15145
15150,15221
15297,15357
15354,15367
15475,15567
15613,15540
15467,15188
14793,14674
14289,14402
14020,14339
14082,14417
14232,14550
14387,14631
14453,14606
14427,14651
14487,14733
14633,14799
14726,14937
14928,15059
15007,15124
15131,15198
15245,15283
15276,15353
15435,15468
15455,15363
15143,14935
14516,14600
14217,14482
14168,14472
14237,14602
14479,14752
14617,14756
14614,14814
14667,14808
14746,14904
14855,14999
14996,15124
15104,15238
15272,15295
15297,15353
15424,15484
15520,15509
15515,15400
15173,14989
14550,14587
14226,14522
14171,14435
14201,14589
14437,14637
14512,14699
14531,14729
14578,14764
14658,14886
14740,14878
14862,14984
14977,15079
15054,15130
15170,15244
15285,15338
15401,15322
15135,14937
14578,14563
14242,14460
14111,14406
14204,14489
14380,14672
14557,14699
14555,14717
14595,14760
14676,14814
14770,14968
14928,15038
15061,15145
15193,15272
15325,15344
15463,15464
15428,15248
14997,14830
14473,14627
14284,14513
14274,14608
14481,14768
14710,14888
14852,15022
14972,15067
15064,15225
15249,15384
15421,15526
15641,15733
15821,15871
16028,16097
16192,16231
16370,16305
16298,16067
15805,15645
15388,15486
15298,15497
15378,15628
15654,15886
15861,15958
15941,16007
16024,16163
16109,16137
16222,16352
16401,16459
16528,16554
16653,16768
16887,16892
16966,17000
17000,16824
16543,16338
16051,16122
15854,16021
15815,16069
16000,16262
16125,16211
16081,16241
16082,16180
16077,16254
16169,16330
16279,16385
16343,16542
16493,16616
16554,16525
16212,16112
15631,15711
15214,15515
15070,15456
15078,15490
