red,ir
16377,16283
16018,15868
15558,15409
15149,14985
14717,14624
14398,14378
14207,14298
14232,14494
14411,14652
14596,14837
14770,15052
15012,15229
15158,15341
15321,15505
15475,15622
15645,15766
15766,15938
15904,16008
16036,16125
16122,16227
16273,16346
16348,16328
16238,16020
15735,15399
15148,14843
14648,14431
14276,14113
14019,13988
13912,14088
14105,14279
14225,14437
14442,14681
14696,14925
14940,15122
15186,15376
15399,15518
15622,15743
15786,15881
15970,15985
16062,16168
16219,16229
16227,16229
16233,16270
16334,16350
16386,16219
16071,15838
15634,15487
15411,15300
15234,15229
15241,15302
15424,15540
15612,15647
15667,15676
15732,15727
15779,15817
15846,15844
15935,15926
15985,15961
16062,16010
16090,16084
16150,16127
16177,16108
16219,16168
16285,16283
16384,16315
16140,16186
15789,15741
15340,15282
14872,14884
14516,14576
14254,14416
14178,14511
14277,14652
14376,14636
14401,14661
14404,14704
14505,14730
14518,14825
14621,14927
14792,15087
14985,15214
15084,15237
15123,15212
15195,15329
15306,15452
15508,15540
15528,15592
15510,15337
15055,14689
14375,14121
13920,13793
13607,13631
13508,13676
13567,13750
13692,13902
13784,14023
13919,14008
13913,14078
14068,14246
14206,14355
14405,14570
14632,14814
14864,14987
15084,15200
15244,15386
15488,15509
15607,15612
15742,15735
15804,15633
15538,15157
14951,14609
14476,14220
14135,13933
13835,13771
13777,13842
13822,13998
14002,14142
14158,14265
14297,14437
14460,14556
14591,14661
14765,14841
14900,14939
15059,15085
15166,15220
15318,15333
15473,15475
15618,15602
15762,15739
15864,15682
15702,15343
15215,14823
14715,14320
14205,13972
13864,13701
13722,13750
13761,13914
13971,14092
14096,14216
14330,14492
14547,14691
14835,14855
14912,14960
15085,15114
15241,15276
15431,15444
15607,15606
15781,15733
15892,15792
15966,15850
16084,15901
15970,15667
15538,15048
14987,14626
14643,14320
14301,14041
14055,13842
13912,13771
13931,13984
14173,14146
14248,14269
14408,14468
14600,14644
14825,14855
15016,15042
15189,15179
15351,15360
15525,15524
15707,15678
15805,15809
15963,15899
16059,15979
15977,15682
15525,15163
15067,14718
14658,14396
14312,14054
14075,13990
14017,14170
14246,14203
14134,14101
14225,14394
14484,14548
14669,14777
14878,14939
15047,15019
15209,15194
15338,15343
15495,15436
15610,15587
15772,15727
15914,15850
16036,15971
16172,16016
16025,15579
15501,15013
14843,14390
14314,13928
13753,13508
13408,13307
13306,13360
13368,13510
13538,13666
13737,13900
13987,14103
14195,14369
14497,14546
14659,14757
14871,14898
15051,15093
15228,15259
15406,15386
15516,15454
15646,15589
15752,15651
15843,15577
15564,15161
15001,14511
14325,13879
13739,13389
13279,13098
13038,13000
13000,13153
13183,13297
13347,13522
13538,13777
13867,14103
14202,14433
14580,14804
14918,15026
15109,15130
15204,15130
15182,14985
15181,15171
15418,15337
15523,15450
15626,15569
15809,15959
16112,16032
15861,15665
15498,15491
15367,15393
15297,15382
15266,15430
15394,15647
15606,15946
15747,15850
15647,15762
15575,15641
15489,15682
